Year,Series,party,Units,Value
2020,LG,4104,SG_GEN_PARLN,4.0
2020,LG,4104,SG_GEN_PARLNT,5.0
1992,LG,4309,SG_GEN_PARL,25.0
1992,LG,4309,SG_GEN_PARLN,1.0
1992,LG,4309,SG_GEN_PARLNT,4.0
1996,LG,4309,SG_GEN_PARL,33.3
1996,LG,4309,SG_GEN_PARLN,1.0
1996,LG,4309,SG_GEN_PARLNT,3.0
2000,LG,4309,SG_GEN_PARL,33.3
2000,LG,4309,SG_GEN_PARLN,1.0
2000,LG,4309,SG_GEN_PARLNT,3.0
1992,LG,4105,SG_GEN_PARL,18.2
1992,LG,4105,SG_GEN_PARLN,2.0
1992,LG,4105,SG_GEN_PARLNT,11.0
1996,LG,4105,SG_GEN_PARL,18.2
1996,LG,4105,SG_GEN_PARLN,2.0
1996,LG,4105,SG_GEN_PARLNT,11.0
2000,LG,4105,SG_GEN_PARL,25.0
2000,LG,4105,SG_GEN_PARLN,3.0
2000,LG,4105,SG_GEN_PARLNT,12.0
2004,LG,4105,SG_GEN_PARL,25.0
2004,LG,4105,SG_GEN_PARLN,3.0
2004,LG,4105,SG_GEN_PARLNT,12.0
2012,LG,4105,SG_GEN_PARL,45.5
2012,LG,4105,SG_GEN_PARLN,5.0
2012,LG,4105,SG_GEN_PARLNT,11.0
2016,LG,4105,SG_GEN_PARL,36.4
2016,LG,4105,SG_GEN_PARLN,4.0
2016,LG,4105,SG_GEN_PARLNT,11.0
2020,LG,4105,SG_GEN_PARL,36.4
2020,LG,4105,SG_GEN_PARLN,4.0
2020,LG,4105,SG_GEN_PARLNT,11.0
1992,LG,4305,SG_GEN_PARL,12.5
1992,LG,4305,SG_GEN_PARLN,1.0
1992,LG,4305,SG_GEN_PARLNT,8.0
1996,LG,4305,SG_GEN_PARL,0.0
1996,LG,4305,SG_GEN_PARLN,0.0
1996,LG,4305,SG_GEN_PARLNT,7.0
1992,LG,4106,SG_GEN_PARL,0.0
1992,LG,4106,SG_GEN_PARLN,0.0
1992,LG,4106,SG_GEN_PARLNT,5.0
1996,LG,4106,SG_GEN_PARL,20.0
1996,LG,4106,SG_GEN_PARLN,1.0
1996,LG,4106,SG_GEN_PARLNT,5.0
2000,LG,4106,SG_GEN_PARL,20.0
2000,LG,4106,SG_GEN_PARLN,1.0
2000,LG,4106,SG_GEN_PARLNT,5.0
2004,LG,4106,SG_GEN_PARL,20.0
2004,LG,4106,SG_GEN_PARLN,1.0
2004,LG,4106,SG_GEN_PARLNT,5.0
2012,LG,4106,SG_GEN_PARL,40.0
2012,LG,4106,SG_GEN_PARLN,2.0
2012,LG,4106,SG_GEN_PARLNT,5.0
2016,LG,4106,SG_GEN_PARL,40.0
2016,LG,4106,SG_GEN_PARLN,2.0
2016,LG,4106,SG_GEN_PARLNT,5.0
2020,LG,4106,SG_GEN_PARL,20.0
2020,LG,4106,SG_GEN_PARLN,1.0
2020,LG,4106,SG_GEN_PARLNT,5.0
1992,LG,4306,SG_GEN_PARL,20.0
1992,LG,4306,SG_GEN_PARLN,1.0
1992,LG,4306,SG_GEN_PARLNT,5.0
1996,LG,4306,SG_GEN_PARL,20.0
1996,LG,4306,SG_GEN_PARLN,1.0
1996,LG,4306,SG_GEN_PARLNT,5.0
2000,LG,4306,SG_GEN_PARL,28.6
2000,LG,4306,SG_GEN_PARLN,2.0
2000,LG,4306,SG_GEN_PARLNT,7.0
2004,LG,4306,SG_GEN_PARL,28.6
2004,LG,4306,SG_GEN_PARLN,2.0
2004,LG,4306,SG_GEN_PARLNT,7.0
2012,LG,4306,SG_GEN_PARL,42.9
2012,LG,4306,SG_GEN_PARLN,3.0
2012,LG,4306,SG_GEN_PARLNT,7.0
2016,LG,4306,SG_GEN_PARL,42.9
2016,LG,4306,SG_GEN_PARLN,3.0
2016,LG,4306,SG_GEN_PARLNT,7.0
2020,LG,4306,SG_GEN_PARL,42.9
2020,LG,4306,SG_GEN_PARLN,3.0
2020,LG,4306,SG_GEN_PARLNT,7.0
1992,LG,4204,SG_GEN_PARL,0.0
1992,LG,4204,SG_GEN_PARLN,0.0
1992,LG,4204,SG_GEN_PARLNT,5.0
1996,LG,4204,SG_GEN_PARL,0.0
1996,LG,4204,SG_GEN_PARLN,0.0
1996,LG,4204,SG_GEN_PARLNT,5.0
2000,LG,4204,SG_GEN_PARL,60.0
2000,LG,4204,SG_GEN_PARLN,3.0
2000,LG,4204,SG_GEN_PARLNT,5.0
2004,LG,4204,SG_GEN_PARL,50.0
2004,LG,4204,SG_GEN_PARLN,1.0
2004,LG,4204,SG_GEN_PARLNT,2.0
1992,LG,4402,SG_GEN_PARL,33.3
1992,LG,4402,SG_GEN_PARLN,2.0
1992,LG,4402,SG_GEN_PARLNT,6.0
1996,LG,4402,SG_GEN_PARL,50.0
1996,LG,4402,SG_GEN_PARLN,4.0
1996,LG,4402,SG_GEN_PARLNT,8.0
2000,LG,4402,SG_GEN_PARL,40.0
2000,LG,4402,SG_GEN_PARLN,4.0
2000,LG,4402,SG_GEN_PARLNT,10.0
2004,LG,4402,SG_GEN_PARL,8.3
2004,LG,4402,SG_GEN_PARLN,1.0
2004,LG,4402,SG_GEN_PARLNT,12.0
1992,LG,4107,SG_GEN_PARL,20.0
1992,LG,4107,SG_GEN_PARLN,1.0
1992,LG,4107,SG_GEN_PARLNT,5.0
1996,LG,4107,SG_GEN_PARL,40.0
1996,LG,4107,SG_GEN_PARLN,2.0
1996,LG,4107,SG_GEN_PARLNT,5.0
2000,LG,4107,SG_GEN_PARL,33.3
2000,LG,4107,SG_GEN_PARLN,1.0
2000,LG,4107,SG_GEN_PARLNT,3.0
1992,LG,4405,SG_GEN_PARL,33.3
1992,LG,4405,SG_GEN_PARLN,1.0
1992,LG,4405,SG_GEN_PARLNT,3.0
1996,LG,4405,SG_GEN_PARL,33.3
1996,LG,4405,SG_GEN_PARLN,1.0
1996,LG,4405,SG_GEN_PARLNT,3.0
2000,LG,4405,SG_GEN_PARL,33.3
2000,LG,4405,SG_GEN_PARLN,1.0
2000,LG,4405,SG_GEN_PARLNT,3.0
1992,LG,4206,SG_GEN_PARL,14.3
1992,LG,4206,SG_GEN_PARLN,1.0
1992,LG,4206,SG_GEN_PARLNT,7.0
1996,LG,4206,SG_GEN_PARL,28.6
1996,LG,4206,SG_GEN_PARLN,2.0
1996,LG,4206,SG_GEN_PARLNT,7.0
2000,LG,4206,SG_GEN_PARL,28.6
2000,LG,4206,SG_GEN_PARLN,2.0
2000,LG,4206,SG_GEN_PARLNT,7.0
2004,LG,4206,SG_GEN_PARL,28.6
2004,LG,4206,SG_GEN_PARLN,2.0
2004,LG,4206,SG_GEN_PARLNT,7.0
2012,LG,4206,SG_GEN_PARL,28.6
2012,LG,4206,SG_GEN_PARLN,2.0
2012,LG,4206,SG_GEN_PARLNT,7.0
2016,LG,4206,SG_GEN_PARL,14.3
2016,LG,4206,SG_GEN_PARLN,1.0
2016,LG,4206,SG_GEN_PARLNT,7.0
2020,LG,4206,SG_GEN_PARL,28.6
2020,LG,4206,SG_GEN_PARLN,2.0
2020,LG,4206,SG_GEN_PARLNT,7.0
1992,LG,4311,SG_GEN_PARL,33.3
1992,LG,4311,SG_GEN_PARLN,1.0
1992,LG,4311,SG_GEN_PARLNT,3.0
1996,LG,4311,SG_GEN_PARL,0.0
1996,LG,4311,SG_GEN_PARLN,0.0
1996,LG,4311,SG_GEN_PARLNT,4.0
2000,LG,4311,SG_GEN_PARL,25.0
2000,LG,4311,SG_GEN_PARLN,1.0
2000,LG,4311,SG_GEN_PARLNT,4.0
1992,LG,4201,SG_GEN_PARL,0.0
1992,LG,4201,SG_GEN_PARLN,0.0
1992,LG,4201,SG_GEN_PARLNT,4.0
1996,LG,4201,SG_GEN_PARL,0.0
1996,LG,4201,SG_GEN_PARLN,0.0
1996,LG,4201,SG_GEN_PARLNT,3.0
2000,LG,4201,SG_GEN_PARL,75.0
2000,LG,4201,SG_GEN_PARLN,3.0
2000,LG,4201,SG_GEN_PARLNT,4.0
1992,LG,4605,SG_GEN_PARL,0.0
1992,LG,4605,SG_GEN_PARLN,0.0
1992,LG,4605,SG_GEN_PARLNT,5.0
1996,LG,4605,SG_GEN_PARL,20.0
1996,LG,4605,SG_GEN_PARLN,1.0
1996,LG,4605,SG_GEN_PARLNT,5.0
2000,LG,4605,SG_GEN_PARL,20.0
2000,LG,4605,SG_GEN_PARLN,1.0
2000,LG,4605,SG_GEN_PARLNT,5.0
2004,LG,4605,SG_GEN_PARL,20.0
2004,LG,4605,SG_GEN_PARLN,1.0
2004,LG,4605,SG_GEN_PARLNT,5.0
2012,LG,4605,SG_GEN_PARL,20.0
2012,LG,4605,SG_GEN_PARLN,1.0
2012,LG,4605,SG_GEN_PARLNT,5.0
2016,LG,4605,SG_GEN_PARL,40.0
2016,LG,4605,SG_GEN_PARLN,2.0
2016,LG,4605,SG_GEN_PARLNT,5.0
2020,LG,4605,SG_GEN_PARL,40.0
2020,LG,4605,SG_GEN_PARLN,2.0
2020,LG,4605,SG_GEN_PARLNT,5.0
1992,LG,4207,SG_GEN_PARL,0.0
1992,LG,4207,SG_GEN_PARLN,0.0
1992,LG,4207,SG_GEN_PARLNT,10.0
1996,LG,4207,SG_GEN_PARL,0.0
1996,LG,4207,SG_GEN_PARLN,0.0
1996,LG,4207,SG_GEN_PARLNT,12.0
2000,LG,4207,SG_GEN_PARL,13.3
2000,LG,4207,SG_GEN_PARLN,2.0
2000,LG,4207,SG_GEN_PARLNT,15.0
2004,LG,4207,SG_GEN_PARL,0.0
2004,LG,4207,SG_GEN_PARLN,0.0
2004,LG,4207,SG_GEN_PARLNT,12.0
2012,LG,4207,SG_GEN_PARL,9.1
2012,LG,4207,SG_GEN_PARLN,1.0
2012,LG,4207,SG_GEN_PARLNT,11.0
2016,LG,4207,SG_GEN_PARL,27.3
2016,LG,4207,SG_GEN_PARLN,3.0
2016,LG,4207,SG_GEN_PARLNT,11.0
2020,LG,4207,SG_GEN_PARL,36.4
2020,LG,4207,SG_GEN_PARLN,4.0
2020,LG,4207,SG_GEN_PARLNT,11.0
1992,LG,4302,SG_GEN_PARL,100.0
1992,LG,4302,SG_GEN_PARLN,1.0
1992,LG,4302,SG_GEN_PARLNT,1.0
1996,LG,4302,SG_GEN_PARL,0.0
1996,LG,4302,SG_GEN_PARLN,0.0
1996,LG,4302,SG_GEN_PARLNT,1.0
2000,LG,4302,SG_GEN_PARL,0.0
2000,LG,4302,SG_GEN_PARLN,0.0
2000,LG,4302,SG_GEN_PARLNT,1.0
1992,LG,4401,SG_GEN_PARL,20.0
1992,LG,4401,SG_GEN_PARLN,1.0
1992,LG,4401,SG_GEN_PARLNT,5.0
1996,LG,4401,SG_GEN_PARL,25.0
1996,LG,4401,SG_GEN_PARLN,1.0
1996,LG,4401,SG_GEN_PARLNT,4.0
2000,LG,4401,SG_GEN_PARL,25.0
2000,LG,4401,SG_GEN_PARLN,1.0
2000,LG,4401,SG_GEN_PARLNT,4.0
2004,LG,4401,SG_GEN_PARL,50.0
2004,LG,4401,SG_GEN_PARLN,1.0
2004,LG,4401,SG_GEN_PARLNT,2.0
1992,LG,4501,SG_GEN_PARL,0.0
1992,LG,4501,SG_GEN_PARLN,0.0
1992,LG,4501,SG_GEN_PARLNT,5.0
1996,LG,4501,SG_GEN_PARL,40.0
1996,LG,4501,SG_GEN_PARLN,2.0
1996,LG,4501,SG_GEN_PARLNT,5.0
2000,LG,4501,SG_GEN_PARL,14.3
2000,LG,4501,SG_GEN_PARLN,1.0
2000,LG,4501,SG_GEN_PARLNT,7.0
2004,LG,4501,SG_GEN_PARL,14.3
2004,LG,4501,SG_GEN_PARLN,1.0
2004,LG,4501,SG_GEN_PARLNT,7.0
2012,LG,4501,SG_GEN_PARL,0.0
2012,LG,4501,SG_GEN_PARLN,0.0
2012,LG,4501,SG_GEN_PARLNT,7.0
2016,LG,4501,SG_GEN_PARL,14.3
2016,LG,4501,SG_GEN_PARLN,1.0
2016,LG,4501,SG_GEN_PARLNT,7.0
2020,LG,4501,SG_GEN_PARL,42.9
2020,LG,4501,SG_GEN_PARLN,3.0
2020,LG,4501,SG_GEN_PARLNT,7.0
1992,LG,4208,SG_GEN_PARL,0.0
1992,LG,4208,SG_GEN_PARLN,0.0
1992,LG,4208,SG_GEN_PARLNT,5.0
1996,LG,4208,SG_GEN_PARL,20.0
1996,LG,4208,SG_GEN_PARLN,1.0
1996,LG,4208,SG_GEN_PARLNT,5.0
2000,LG,4208,SG_GEN_PARL,14.3
2000,LG,4208,SG_GEN_PARLN,1.0
2000,LG,4208,SG_GEN_PARLNT,7.0
2004,LG,4208,SG_GEN_PARL,14.3
2004,LG,4208,SG_GEN_PARLN,1.0
2004,LG,4208,SG_GEN_PARLNT,7.0
2012,LG,4208,SG_GEN_PARL,14.3
2012,LG,4208,SG_GEN_PARLN,1.0
2012,LG,4208,SG_GEN_PARLNT,7.0
2016,LG,4208,SG_GEN_PARL,14.3
2016,LG,4208,SG_GEN_PARLN,1.0
2016,LG,4208,SG_GEN_PARLNT,7.0
2020,LG,4208,SG_GEN_PARL,0.0
2020,LG,4208,SG_GEN_PARLN,0.0
2020,LG,4208,SG_GEN_PARLNT,7.0
1992,LG,4209,SG_GEN_PARL,20.0
1992,LG,4209,SG_GEN_PARLN,1.0
1992,LG,4209,SG_GEN_PARLNT,5.0
1996,LG,4209,SG_GEN_PARL,40.0
1996,LG,4209,SG_GEN_PARLN,2.0
1996,LG,4209,SG_GEN_PARLNT,5.0
2000,LG,4209,SG_GEN_PARL,0.0
2000,LG,4209,SG_GEN_PARLN,0.0
2000,LG,4209,SG_GEN_PARLNT,3.0
1992,LG,4503,SG_GEN_PARL,0.0
1992,LG,4503,SG_GEN_PARLN,0.0
1992,LG,4503,SG_GEN_PARLNT,5.0
1996,LG,4503,SG_GEN_PARL,40.0
1996,LG,4503,SG_GEN_PARLN,2.0
1996,LG,4503,SG_GEN_PARLNT,5.0
2000,LG,4503,SG_GEN_PARL,20.0
2000,LG,4503,SG_GEN_PARLN,1.0
2000,LG,4503,SG_GEN_PARLNT,5.0
2004,LG,4503,SG_GEN_PARL,20.0
2004,LG,4503,SG_GEN_PARLN,1.0
2004,LG,4503,SG_GEN_PARLNT,5.0
2012,LG,4503,SG_GEN_PARL,60.0
2012,LG,4503,SG_GEN_PARLN,3.0
2012,LG,4503,SG_GEN_PARLNT,5.0
2016,LG,4503,SG_GEN_PARL,60.0
2016,LG,4503,SG_GEN_PARLN,3.0
2016,LG,4503,SG_GEN_PARLNT,5.0
2020,LG,4503,SG_GEN_PARL,20.0
2020,LG,4503,SG_GEN_PARLN,1.0
2020,LG,4503,SG_GEN_PARLNT,5.0
1992,LG,4502,SG_GEN_PARL,0.0
1992,LG,4502,SG_GEN_PARLN,0.0
1992,LG,4502,SG_GEN_PARLNT,10.0
1996,LG,4502,SG_GEN_PARL,0.0
1996,LG,4502,SG_GEN_PARLN,0.0
1996,LG,4502,SG_GEN_PARLNT,10.0
2000,LG,4502,SG_GEN_PARL,73.3
2000,LG,4502,SG_GEN_PARLN,3.0
2000,LG,4502,SG_GEN_PARLNT,8.0
2004,LG,4502,SG_GEN_PARL,73.3
2004,LG,4502,SG_GEN_PARLN,3.0
2004,LG,4502,SG_GEN_PARLNT,8.0
2012,LG,4502,SG_GEN_PARL,40.0
2012,LG,4502,SG_GEN_PARLN,2.0
2012,LG,4502,SG_GEN_PARLNT,5.0
2016,LG,4502,SG_GEN_PARL,40.0
2016,LG,4502,SG_GEN_PARLN,2.0
2016,LG,4502,SG_GEN_PARLNT,5.0
2020,LG,4502,SG_GEN_PARL,40.0
2020,LG,4502,SG_GEN_PARLN,2.0
2020,LG,4502,SG_GEN_PARLNT,5.0
2012,LG,4505,SG_GEN_PARL,33.3
2012,LG,4505,SG_GEN_PARLN,1.0
2012,LG,4505,SG_GEN_PARLNT,3.0
2016,LG,4505,SG_GEN_PARL,0.0
2016,LG,4505,SG_GEN_PARLN,0.0
2016,LG,4505,SG_GEN_PARLNT,3.0
2020,LG,4505,SG_GEN_PARL,0.0
2020,LG,4505,SG_GEN_PARLN,0.0
2020,LG,4505,SG_GEN_PARLNT,3.0
1992,LG,4403,SG_GEN_PARL,20.0
1992,LG,4403,SG_GEN_PARLN,1.0
1992,LG,4403,SG_GEN_PARLNT,5.0
1996,LG,4403,SG_GEN_PARL,16.7
1996,LG,4403,SG_GEN_PARLN,1.0
1996,LG,4403,SG_GEN_PARLNT,6.0
2000,LG,4403,SG_GEN_PARL,12.5
2000,LG,4403,SG_GEN_PARLN,1.0
2000,LG,4403,SG_GEN_PARLNT,8.0
2004,LG,4403,SG_GEN_PARL,28.6
2004,LG,4403,SG_GEN_PARLN,2.0
2004,LG,4403,SG_GEN_PARLNT,7.0
2012,LG,4403,SG_GEN_PARL,14.3
2012,LG,4403,SG_GEN_PARLN,1.0
2012,LG,4403,SG_GEN_PARLNT,7.0
2016,LG,4403,SG_GEN_PARL,57.1
2016,LG,4403,SG_GEN_PARLN,4.0
2016,LG,4403,SG_GEN_PARLNT,7.0
2020,LG,4403,SG_GEN_PARL,28.6
2020,LG,4403,SG_GEN_PARLN,2.0
2020,LG,4403,SG_GEN_PARLNT,7.0
1992,LG,4607,SG_GEN_PARL,0.0
1992,LG,4607,SG_GEN_PARLN,0.0
1992,LG,4607,SG_GEN_PARLNT,5.0
1996,LG,4607,SG_GEN_PARL,0.0
1996,LG,4607,SG_GEN_PARLN,0.0
1996,LG,4607,SG_GEN_PARLNT,5.0
2000,LG,4607,SG_GEN_PARL,0.0
2000,LG,4607,SG_GEN_PARLN,0.0
2000,LG,4607,SG_GEN_PARLNT,5.0
2004,LG,4607,SG_GEN_PARL,0.0
2004,LG,4607,SG_GEN_PARLN,0.0
2004,LG,4607,SG_GEN_PARLNT,5.0
2012,LG,4607,SG_GEN_PARL,0.0
2012,LG,4607,SG_GEN_PARLN,0.0
2012,LG,4607,SG_GEN_PARLNT,5.0
2016,LG,4607,SG_GEN_PARL,0.0
2016,LG,4607,SG_GEN_PARLN,0.0
2016,LG,4607,SG_GEN_PARLNT,5.0
2020,LG,4607,SG_GEN_PARL,40.0
2020,LG,4607,SG_GEN_PARLN,2.0
2020,LG,4607,SG_GEN_PARLNT,5.0
1992,LG,4211,SG_GEN_PARL,0.0
1992,LG,4211,SG_GEN_PARLN,0.0
1992,LG,4211,SG_GEN_PARLNT,12.0
1996,LG,4211,SG_GEN_PARL,0.0
1996,LG,4211,SG_GEN_PARLN,0.0
1996,LG,4211,SG_GEN_PARLNT,12.0
2000,LG,4211,SG_GEN_PARL,25.0
2000,LG,4211,SG_GEN_PARLN,4.0
2000,LG,4211,SG_GEN_PARLNT,16.0
2004,LG,4211,SG_GEN_PARL,18.2
2004,LG,4211,SG_GEN_PARLN,2.0
2004,LG,4211,SG_GEN_PARLNT,11.0
2012,LG,4211,SG_GEN_PARL,27.3
2012,LG,4211,SG_GEN_PARLN,3.0
2012,LG,4211,SG_GEN_PARLNT,11.0
2016,LG,4211,SG_GEN_PARL,36.4
2016,LG,4211,SG_GEN_PARLN,4.0
2016,LG,4211,SG_GEN_PARLNT,11.0
2020,LG,4211,SG_GEN_PARL,9.1
2020,LG,4211,SG_GEN_PARLN,1.0
2020,LG,4211,SG_GEN_PARLNT,11.0
1992,LG,4102,SG_GEN_PARL,0.0
1992,LG,4102,SG_GEN_PARLN,0.0
1992,LG,4102,SG_GEN_PARLNT,5.0
1996,LG,4102,SG_GEN_PARL,0.0
1996,LG,4102,SG_GEN_PARLN,0.0
1996,LG,4102,SG_GEN_PARLNT,5.0
2000,LG,4102,SG_GEN_PARL,0.0
2000,LG,4102,SG_GEN_PARLN,0.0
2000,LG,4102,SG_GEN_PARLNT,2.0
2004,LG,4102,SG_GEN_PARL,50.0
2004,LG,4102,SG_GEN_PARLN,1.0
2004,LG,4102,SG_GEN_PARLNT,2.0
1992,LG,4701,SG_GEN_PARL,26.7
1992,LG,4701,SG_GEN_PARLN,4.0
1992,LG,4701,SG_GEN_PARLNT,15.0
1996,LG,4701,SG_GEN_PARL,25.0
1996,LG,4701,SG_GEN_PARLN,4.0
1996,LG,4701,SG_GEN_PARLNT,16.0
2000,LG,4701,SG_GEN_PARL,20.0
2000,LG,4701,SG_GEN_PARLN,3.0
2000,LG,4701,SG_GEN_PARLNT,15.0
2004,LG,4701,SG_GEN_PARL,46.2
2004,LG,4701,SG_GEN_PARLN,6.0
2004,LG,4701,SG_GEN_PARLNT,13.0
2012,LG,4701,SG_GEN_PARL,46.2
2012,LG,4701,SG_GEN_PARLN,6.0
2012,LG,4701,SG_GEN_PARLNT,13.0
2016,LG,4701,SG_GEN_PARL,61.5
2016,LG,4701,SG_GEN_PARLN,8.0
2016,LG,4701,SG_GEN_PARLNT,13.0
2020,LG,4701,SG_GEN_PARL,53.8
2020,LG,4701,SG_GEN_PARLN,7.0
2020,LG,4701,SG_GEN_PARLNT,13.0
1992,LG,4602,SG_GEN_PARL,16.7
1992,LG,4602,SG_GEN_PARLN,1.0
1992,LG,4602,SG_GEN_PARLNT,6.0
1996,LG,4602,SG_GEN_PARL,0.0
1996,LG,4602,SG_GEN_PARLN,0.0
1996,LG,4602,SG_GEN_PARLNT,7.0
2000,LG,4602,SG_GEN_PARL,0.0
2000,LG,4602,SG_GEN_PARLN,0.0
2000,LG,4602,SG_GEN_PARLNT,7.0
2004,LG,4602,SG_GEN_PARL,14.3
2004,LG,4602,SG_GEN_PARLN,1.0
2004,LG,4602,SG_GEN_PARLNT,7.0
2012,LG,4602,SG_GEN_PARL,42.9
2012,LG,4602,SG_GEN_PARLN,3.0
2012,LG,4602,SG_GEN_PARLNT,7.0
2016,LG,4602,SG_GEN_PARL,42.9
2016,LG,4602,SG_GEN_PARLN,3.0
2016,LG,4602,SG_GEN_PARLNT,7.0
2020,LG,4602,SG_GEN_PARL,42.9
2020,LG,4602,SG_GEN_PARLN,3.0
2020,LG,4602,SG_GEN_PARLNT,7.0
2012,LG,4402V,SG_GEN_PARL,18.2
2012,LG,4402V,SG_GEN_PARLN,2.0
2012,LG,4402V,SG_GEN_PARLNT,11.0
2016,LG,4402V,SG_GEN_PARL,27.3
2016,LG,4402V,SG_GEN_PARLN,3.0
2016,LG,4402V,SG_GEN_PARLNT,11.0
2020,LG,4402V,SG_GEN_PARL,45.5
2020,LG,4402V,SG_GEN_PARLN,5.0
2020,LG,4402V,SG_GEN_PARLNT,11.0
1992,LG,4606,SG_GEN_PARL,0.0
1992,LG,4606,SG_GEN_PARLN,0.0
1992,LG,4606,SG_GEN_PARLNT,9.0
1996,LG,4606,SG_GEN_PARL,22.2
1996,LG,4606,SG_GEN_PARLN,2.0
1996,LG,4606,SG_GEN_PARLNT,9.0
2000,LG,4606,SG_GEN_PARL,22.2
2000,LG,4606,SG_GEN_PARLN,2.0
2000,LG,4606,SG_GEN_PARLNT,9.0
2004,LG,4606,SG_GEN_PARL,22.2
2004,LG,4606,SG_GEN_PARLN,2.0
2004,LG,4606,SG_GEN_PARLNT,9.0
2012,LG,4606,SG_GEN_PARL,33.3
2012,LG,4606,SG_GEN_PARLN,3.0
2012,LG,4606,SG_GEN_PARLNT,9.0
2016,LG,4606,SG_GEN_PARL,44.4
2016,LG,4606,SG_GEN_PARLN,4.0
2016,LG,4606,SG_GEN_PARLNT,9.0
2020,LG,4606,SG_GEN_PARL,33.3
2020,LG,4606,SG_GEN_PARLN,3.0
2020,LG,4606,SG_GEN_PARLNT,9.0
1992,LG,4307,SG_GEN_PARL,71.4
1992,LG,4307,SG_GEN_PARLN,5.0
1992,LG,4307,SG_GEN_PARLNT,7.0
1996,LG,4307,SG_GEN_PARL,57.1
1996,LG,4307,SG_GEN_PARLN,4.0
1996,LG,4307,SG_GEN_PARLNT,7.0
2000,LG,4307,SG_GEN_PARL,57.1
2000,LG,4307,SG_GEN_PARLN,4.0
2000,LG,4307,SG_GEN_PARLNT,7.0
2004,LG,4307,SG_GEN_PARL,14.3
2004,LG,4307,SG_GEN_PARLN,1.0
2004,LG,4307,SG_GEN_PARLNT,7.0
2012,LG,4307,SG_GEN_PARL,42.9
2012,LG,4307,SG_GEN_PARLN,3.0
2012,LG,4307,SG_GEN_PARLNT,7.0
2016,LG,4307,SG_GEN_PARL,42.9
2016,LG,4307,SG_GEN_PARLN,3.0
2016,LG,4307,SG_GEN_PARLNT,7.0
2020,LG,4307,SG_GEN_PARL,57.1
2020,LG,4307,SG_GEN_PARLN,4.0
2020,LG,4307,SG_GEN_PARLNT,7.0
1992,LG,4103,SG_GEN_PARL,40.0
1992,LG,4103,SG_GEN_PARLN,2.0
1992,LG,4103,SG_GEN_PARLNT,5.0
1996,LG,4103,SG_GEN_PARL,40.0
1996,LG,4103,SG_GEN_PARLN,2.0
1996,LG,4103,SG_GEN_PARLNT,5.0
2000,LG,4103,SG_GEN_PARL,0.0
2000,LG,4103,SG_GEN_PARLN,0.0
2000,LG,4103,SG_GEN_PARLNT,5.0
2004,LG,4103,SG_GEN_PARL,20.0
2004,LG,4103,SG_GEN_PARLN,1.0
2004,LG,4103,SG_GEN_PARLNT,5.0
2012,LG,4103,SG_GEN_PARL,0.0
2012,LG,4103,SG_GEN_PARLN,0.0
2012,LG,4103,SG_GEN_PARLNT,5.0
2016,LG,4103,SG_GEN_PARL,40.0
2016,LG,4103,SG_GEN_PARLN,2.0
2016,LG,4103,SG_GEN_PARLNT,5.0
2020,LG,4103,SG_GEN_PARL,20.0
2020,LG,4103,SG_GEN_PARLN,1.0
2020,LG,4103,SG_GEN_PARLNT,5.0
