Year,Series,Units,Flokkur/Kommuna,Value
1996,Kommunustýri,data.fowomenseats-proportion,Skúgvoyar kommuna,33.3
1996,Kommunustýri,data.fowomenseats-proportion,Sørvágs kommuna,14.3
1996,Kommunustýri,data.fowomenseats-proportion,Sumbiar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-proportion,Sunda kommuna,0.0
1996,Kommunustýri,data.fowomenseats-proportion,Svínoyar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-proportion,Tórshavnar kommuna,23.1
1996,Kommunustýri,data.fowomenseats-proportion,Tvøroyrar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-proportion,Vága kommuna,
1996,Kommunustýri,data.fowomenseats-proportion,Vágs kommuna,22.2
1996,Kommunustýri,data.fowomenseats-proportion,Vestmanna kommuna,57.1
1996,Kommunustýri,data.fowomenseats-proportion,Viðareiðis kommuna,40.0
1996,Kommunustýri,data.fowomenseats-number,Allar kommunur,45.0
1996,Kommunustýri,data.fowomenseats-number,Bíggjar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Eiðis kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Elduvíkar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Eysturkommuna,
1996,Kommunustýri,data.fowomenseats-number,Fámjins kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Fuglafjarðar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Fugloyar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Funnings kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Gjáar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Gøtu kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Haldórsvíkar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Hests kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Hósvíkar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Hovs kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Húsa kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Húsavíkar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Hvalbiar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Hvalvíkar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Hvannasunds kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Kirkjubøar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Klaksvíkar kommuna,2.0
1996,Kommunustýri,data.fowomenseats-number,Kunoyar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Kvívíkar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Leirvíkar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Miðvágs kommuna,4.0
1996,Kommunustýri,data.fowomenseats-number,Mikladals kommuna,2.0
1996,Kommunustýri,data.fowomenseats-number,Mykines kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Nes kommuna,2.0
1996,Kommunustýri,data.fowomenseats-number,Nólsoyar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Oyndarfjarðar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Porkeris kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Runavíkar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Saksunar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Sandavágs kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Sands kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Sjóvar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Skála kommuna,2.0
1996,Kommunustýri,data.fowomenseats-number,Skálavíkar kommuna,2.0
1996,Kommunustýri,data.fowomenseats-number,Skopunar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Skúgvoyar kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Sørvágs kommuna,1.0
1996,Kommunustýri,data.fowomenseats-number,Sumbiar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Sunda kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Svínoyar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Tórshavnar kommuna,3.0
1996,Kommunustýri,data.fowomenseats-number,Tvøroyrar kommuna,0.0
1996,Kommunustýri,data.fowomenseats-number,Vága kommuna,
1996,Kommunustýri,data.fowomenseats-number,Vágs kommuna,2.0
1996,Kommunustýri,data.fowomenseats-number,Vestmanna kommuna,4.0
1996,Kommunustýri,data.fowomenseats-number,Viðareiðis kommuna,2.0
1996,Kommunustýri,data.foseats-number,Allar kommunur,272.0
1996,Kommunustýri,data.foseats-number,Bíggjar kommuna,3.0
1996,Kommunustýri,data.foseats-number,Eiðis kommuna,7.0
1996,Kommunustýri,data.foseats-number,Elduvíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Eysturkommuna,
1996,Kommunustýri,data.foseats-number,Fámjins kommuna,5.0
1996,Kommunustýri,data.foseats-number,Fuglafjarðar kommuna,9.0
1996,Kommunustýri,data.foseats-number,Fugloyar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Funnings kommuna,5.0
1996,Kommunustýri,data.foseats-number,Gjáar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Gøtu kommuna,5.0
1996,Kommunustýri,data.foseats-number,Haldórsvíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Hests kommuna,5.0
1996,Kommunustýri,data.foseats-number,Hósvíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Hovs kommuna,5.0
1996,Kommunustýri,data.foseats-number,Húsa kommuna,5.0
1996,Kommunustýri,data.foseats-number,Húsavíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Hvalbiar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Hvalvíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Hvannasunds kommuna,5.0
1996,Kommunustýri,data.foseats-number,Kirkjubøar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Klaksvíkar kommuna,11.0
1996,Kommunustýri,data.foseats-number,Kunoyar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Kvívíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Leirvíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Miðvágs kommuna,7.0
1996,Kommunustýri,data.foseats-number,Mikladals kommuna,5.0
1996,Kommunustýri,data.foseats-number,Mykines kommuna,3.0
1996,Kommunustýri,data.foseats-number,Nes kommuna,7.0
1996,Kommunustýri,data.foseats-number,Nólsoyar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Oyndarfjarðar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Porkeris kommuna,5.0
1996,Kommunustýri,data.foseats-number,Runavíkar kommuna,9.0
1996,Kommunustýri,data.foseats-number,Saksunar kommuna,3.0
1996,Kommunustýri,data.foseats-number,Sandavágs kommuna,7.0
1996,Kommunustýri,data.foseats-number,Sands kommuna,5.0
1996,Kommunustýri,data.foseats-number,Sjóvar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Skála kommuna,5.0
1996,Kommunustýri,data.foseats-number,Skálavíkar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Skopunar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Skúgvoyar kommuna,3.0
1996,Kommunustýri,data.foseats-number,Sørvágs kommuna,7.0
1996,Kommunustýri,data.foseats-number,Sumbiar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Sunda kommuna,5.0
1996,Kommunustýri,data.foseats-number,Svínoyar kommuna,5.0
1996,Kommunustýri,data.foseats-number,Tórshavnar kommuna,13.0
1996,Kommunustýri,data.foseats-number,Tvøroyrar kommuna,7.0
1996,Kommunustýri,data.foseats-number,Vága kommuna,
1996,Kommunustýri,data.foseats-number,Vágs kommuna,9.0
1996,Kommunustýri,data.foseats-number,Vestmanna kommuna,7.0
1996,Kommunustýri,data.foseats-number,Viðareiðis kommuna,5.0
2000,Kommunustýri,data.fowomenseats-proportion,Allar kommunur,22.8
2000,Kommunustýri,data.fowomenseats-proportion,Bíggjar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Eiðis kommuna,14.3
2000,Kommunustýri,data.fowomenseats-proportion,Elduvíkar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Eysturkommuna,
2000,Kommunustýri,data.fowomenseats-proportion,Fámjins kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Fuglafjarðar kommuna,11.1
2000,Kommunustýri,data.fowomenseats-proportion,Fugloyar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Funnings kommuna,33.3
2000,Kommunustýri,data.fowomenseats-proportion,Gjáar kommuna,33.3
2000,Kommunustýri,data.fowomenseats-proportion,Gøtu kommuna,28.6
2000,Kommunustýri,data.fowomenseats-proportion,Haldórsvíkar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Hests kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Hósvíkar kommuna,40.0
2000,Kommunustýri,data.fowomenseats-proportion,Hovs kommuna,40.0
2000,Kommunustýri,data.fowomenseats-proportion,Húsa kommuna,33.3
2000,Kommunustýri,data.fowomenseats-proportion,Húsavíkar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Hvalbiar kommuna,14.3
2000,Kommunustýri,data.fowomenseats-proportion,Hvalvíkar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Hvannasunds kommuna,40.0
2000,Kommunustýri,data.fowomenseats-proportion,Kirkjubøar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Klaksvíkar kommuna,27.3
2000,Kommunustýri,data.fowomenseats-proportion,Kunoyar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Kvívíkar kommuna,28.6
2000,Kommunustýri,data.fowomenseats-proportion,Leirvíkar kommuna,42.9
2000,Kommunustýri,data.fowomenseats-proportion,Miðvágs kommuna,57.1
2000,Kommunustýri,data.fowomenseats-proportion,Mikladals kommuna,33.3
2000,Kommunustýri,data.fowomenseats-proportion,Mykines kommuna,33.3
2000,Kommunustýri,data.fowomenseats-proportion,Nes kommuna,28.6
2000,Kommunustýri,data.fowomenseats-proportion,Nólsoyar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Oyndarfjarðar kommuna,60.0
2000,Kommunustýri,data.fowomenseats-proportion,Porkeris kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Runavíkar kommuna,22.2
2000,Kommunustýri,data.fowomenseats-proportion,Saksunar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Sandavágs kommuna,14.3
2000,Kommunustýri,data.fowomenseats-proportion,Sands kommuna,14.3
2000,Kommunustýri,data.fowomenseats-proportion,Sjóvar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Skála kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Skálavíkar kommuna,20.0
2000,Kommunustýri,data.fowomenseats-proportion,Skopunar kommuna,40.0
2000,Kommunustýri,data.fowomenseats-proportion,Skúgvoyar kommuna,33.3
2000,Kommunustýri,data.fowomenseats-proportion,Sørvágs kommuna,14.3
2000,Kommunustýri,data.fowomenseats-proportion,Sumbiar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Sunda kommuna,60.0
2000,Kommunustýri,data.fowomenseats-proportion,Svínoyar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Tórshavnar kommuna,23.1
2000,Kommunustýri,data.fowomenseats-proportion,Tvøroyrar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-proportion,Vága kommuna,
2000,Kommunustýri,data.fowomenseats-proportion,Vágs kommuna,22.2
2000,Kommunustýri,data.fowomenseats-proportion,Vestmanna kommuna,57.1
2000,Kommunustýri,data.fowomenseats-proportion,Viðareiðis kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Allar kommunur,62.0
2000,Kommunustýri,data.fowomenseats-number,Bíggjar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Eiðis kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Elduvíkar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Eysturkommuna,
2000,Kommunustýri,data.fowomenseats-number,Fámjins kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Fuglafjarðar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Fugloyar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Funnings kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Gjáar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Gøtu kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Haldórsvíkar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Hests kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Hósvíkar kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Hovs kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Húsa kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Húsavíkar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Hvalbiar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Hvalvíkar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Hvannasunds kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Kirkjubøar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Klaksvíkar kommuna,3.0
2000,Kommunustýri,data.fowomenseats-number,Kunoyar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Kvívíkar kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Leirvíkar kommuna,3.0
2000,Kommunustýri,data.fowomenseats-number,Miðvágs kommuna,4.0
2000,Kommunustýri,data.fowomenseats-number,Mikladals kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Mykines kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Nes kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Nólsoyar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Oyndarfjarðar kommuna,3.0
2000,Kommunustýri,data.fowomenseats-number,Porkeris kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Runavíkar kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Saksunar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Sandavágs kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Sands kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Sjóvar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Skála kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Skálavíkar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Skopunar kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Skúgvoyar kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Sørvágs kommuna,1.0
2000,Kommunustýri,data.fowomenseats-number,Sumbiar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Sunda kommuna,3.0
2000,Kommunustýri,data.fowomenseats-number,Svínoyar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Tórshavnar kommuna,3.0
2000,Kommunustýri,data.fowomenseats-number,Tvøroyrar kommuna,0.0
2000,Kommunustýri,data.fowomenseats-number,Vága kommuna,
2000,Kommunustýri,data.fowomenseats-number,Vágs kommuna,2.0
2000,Kommunustýri,data.fowomenseats-number,Vestmanna kommuna,4.0
2000,Kommunustýri,data.fowomenseats-number,Viðareiðis kommuna,0.0
2000,Kommunustýri,data.foseats-number,Allar kommunur,272.0
2000,Kommunustýri,data.foseats-number,Bíggjar kommuna,3.0
2000,Kommunustýri,data.foseats-number,Eiðis kommuna,7.0
2000,Kommunustýri,data.foseats-number,Elduvíkar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Eysturkommuna,
2000,Kommunustýri,data.foseats-number,Fámjins kommuna,5.0
2000,Kommunustýri,data.foseats-number,Fuglafjarðar kommuna,9.0
2000,Kommunustýri,data.foseats-number,Fugloyar kommuna,3.0
2000,Kommunustýri,data.foseats-number,Funnings kommuna,3.0
2000,Kommunustýri,data.foseats-number,Gjáar kommuna,3.0
2000,Kommunustýri,data.foseats-number,Gøtu kommuna,7.0
2000,Kommunustýri,data.foseats-number,Haldórsvíkar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Hests kommuna,3.0
2000,Kommunustýri,data.foseats-number,Hósvíkar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Hovs kommuna,5.0
2000,Kommunustýri,data.foseats-number,Húsa kommuna,3.0
2000,Kommunustýri,data.foseats-number,Húsavíkar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Hvalbiar kommuna,7.0
2000,Kommunustýri,data.foseats-number,Hvalvíkar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Hvannasunds kommuna,5.0
2000,Kommunustýri,data.foseats-number,Kirkjubøar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Klaksvíkar kommuna,11.0
2000,Kommunustýri,data.foseats-number,Kunoyar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Kvívíkar kommuna,7.0
2000,Kommunustýri,data.foseats-number,Leirvíkar kommuna,7.0
2000,Kommunustýri,data.foseats-number,Miðvágs kommuna,7.0
2000,Kommunustýri,data.foseats-number,Mikladals kommuna,3.0
2000,Kommunustýri,data.foseats-number,Mykines kommuna,3.0
2000,Kommunustýri,data.foseats-number,Nes kommuna,7.0
2000,Kommunustýri,data.foseats-number,Nólsoyar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Oyndarfjarðar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Porkeris kommuna,5.0
2000,Kommunustýri,data.foseats-number,Runavíkar kommuna,9.0
2000,Kommunustýri,data.foseats-number,Saksunar kommuna,3.0
2000,Kommunustýri,data.foseats-number,Sandavágs kommuna,7.0
2000,Kommunustýri,data.foseats-number,Sands kommuna,7.0
2000,Kommunustýri,data.foseats-number,Sjóvar kommuna,7.0
2000,Kommunustýri,data.foseats-number,Skála kommuna,7.0
2000,Kommunustýri,data.foseats-number,Skálavíkar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Skopunar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Skúgvoyar kommuna,3.0
2000,Kommunustýri,data.foseats-number,Sørvágs kommuna,7.0
2000,Kommunustýri,data.foseats-number,Sumbiar kommuna,5.0
2000,Kommunustýri,data.foseats-number,Sunda kommuna,5.0
2000,Kommunustýri,data.foseats-number,Svínoyar kommuna,3.0
2000,Kommunustýri,data.foseats-number,Tórshavnar kommuna,13.0
2000,Kommunustýri,data.foseats-number,Tvøroyrar kommuna,7.0
2000,Kommunustýri,data.foseats-number,Vága kommuna,
2000,Kommunustýri,data.foseats-number,Vágs kommuna,9.0
2000,Kommunustýri,data.foseats-number,Vestmanna kommuna,7.0
2000,Kommunustýri,data.foseats-number,Viðareiðis kommuna,5.0
2004,Kommunustýri,data.fowomenseats-proportion,Allar kommunur,22.7
2004,Kommunustýri,data.fowomenseats-proportion,Bíggjar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Eiðis kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Elduvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Eysturkommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Fámjins kommuna,40.0
2004,Kommunustýri,data.fowomenseats-proportion,Fuglafjarðar kommuna,11.1
2004,Kommunustýri,data.fowomenseats-proportion,Fugloyar kommuna,33.3
2004,Kommunustýri,data.fowomenseats-proportion,Funnings kommuna,33.3
2004,Kommunustýri,data.fowomenseats-proportion,Gjáar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Gøtu kommuna,42.9
2004,Kommunustýri,data.fowomenseats-proportion,Haldórsvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Hests kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Hósvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Hovs kommuna,40.0
2004,Kommunustýri,data.fowomenseats-proportion,Húsa kommuna,33.3
2004,Kommunustýri,data.fowomenseats-proportion,Húsavíkar kommuna,20.0
2004,Kommunustýri,data.fowomenseats-proportion,Hvalbiar kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Hvalvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Hvannasunds kommuna,20.0
2004,Kommunustýri,data.fowomenseats-proportion,Kirkjubøar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Klaksvíkar kommuna,27.3
2004,Kommunustýri,data.fowomenseats-proportion,Kunoyar kommuna,20.0
2004,Kommunustýri,data.fowomenseats-proportion,Kvívíkar kommuna,28.6
2004,Kommunustýri,data.fowomenseats-proportion,Leirvíkar kommuna,28.6
2004,Kommunustýri,data.fowomenseats-proportion,Miðvágs kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Mikladals kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Mykines kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Nes kommuna,28.6
2004,Kommunustýri,data.fowomenseats-proportion,Nólsoyar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Oyndarfjarðar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Porkeris kommuna,20.0
2004,Kommunustýri,data.fowomenseats-proportion,Runavíkar kommuna,0.0
2004,Kommunustýri,data.fowomenseats-proportion,Saksunar kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Sandavágs kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Sands kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Sjóvar kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Skála kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Skálavíkar kommuna,20.0
2004,Kommunustýri,data.fowomenseats-proportion,Skopunar kommuna,40.0
2004,Kommunustýri,data.fowomenseats-proportion,Skúgvoyar kommuna,33.3
2004,Kommunustýri,data.fowomenseats-proportion,Sørvágs kommuna,28.6
2004,Kommunustýri,data.fowomenseats-proportion,Sumbiar kommuna,0.0
2004,Kommunustýri,data.fowomenseats-proportion,Sunda kommuna,18.2
2004,Kommunustýri,data.fowomenseats-proportion,Svínoyar kommuna,33.3
2004,Kommunustýri,data.fowomenseats-proportion,Tórshavnar kommuna,46.2
2004,Kommunustýri,data.fowomenseats-proportion,Tvøroyrar kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Vága kommuna,
2004,Kommunustýri,data.fowomenseats-proportion,Vágs kommuna,22.2
2004,Kommunustýri,data.fowomenseats-proportion,Vestmanna kommuna,14.3
2004,Kommunustýri,data.fowomenseats-proportion,Viðareiðis kommuna,20.0
2004,Kommunustýri,data.fowomenseats-number,Allar kommunur,50.0
2004,Kommunustýri,data.fowomenseats-number,Bíggjar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Eiðis kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Elduvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Eysturkommuna,
2004,Kommunustýri,data.fowomenseats-number,Fámjins kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Fuglafjarðar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Fugloyar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Funnings kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Gjáar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Gøtu kommuna,3.0
2004,Kommunustýri,data.fowomenseats-number,Haldórsvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Hests kommuna,
2004,Kommunustýri,data.fowomenseats-number,Hósvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Hovs kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Húsa kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Húsavíkar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Hvalbiar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Hvalvíkar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Hvannasunds kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Kirkjubøar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Klaksvíkar kommuna,3.0
2004,Kommunustýri,data.fowomenseats-number,Kunoyar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Kvívíkar kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Leirvíkar kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Miðvágs kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Mikladals kommuna,
2004,Kommunustýri,data.fowomenseats-number,Mykines kommuna,
2004,Kommunustýri,data.fowomenseats-number,Nes kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Nólsoyar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Oyndarfjarðar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Porkeris kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Runavíkar kommuna,0.0
2004,Kommunustýri,data.fowomenseats-number,Saksunar kommuna,
2004,Kommunustýri,data.fowomenseats-number,Sandavágs kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Sands kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Sjóvar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Skála kommuna,
2004,Kommunustýri,data.fowomenseats-number,Skálavíkar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Skopunar kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Skúgvoyar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Sørvágs kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Sumbiar kommuna,0.0
2004,Kommunustýri,data.fowomenseats-number,Sunda kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Svínoyar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Tórshavnar kommuna,6.0
2004,Kommunustýri,data.fowomenseats-number,Tvøroyrar kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Vága kommuna,
2004,Kommunustýri,data.fowomenseats-number,Vágs kommuna,2.0
2004,Kommunustýri,data.fowomenseats-number,Vestmanna kommuna,1.0
2004,Kommunustýri,data.fowomenseats-number,Viðareiðis kommuna,1.0
2004,Kommunustýri,data.foseats-number,Allar kommunur,220.0
2004,Kommunustýri,data.foseats-number,Bíggjar kommuna,
2004,Kommunustýri,data.foseats-number,Eiðis kommuna,7.0
2004,Kommunustýri,data.foseats-number,Elduvíkar kommuna,
2004,Kommunustýri,data.foseats-number,Eysturkommuna,
2004,Kommunustýri,data.foseats-number,Fámjins kommuna,5.0
2004,Kommunustýri,data.foseats-number,Fuglafjarðar kommuna,9.0
2004,Kommunustýri,data.foseats-number,Fugloyar kommuna,3.0
2004,Kommunustýri,data.foseats-number,Funnings kommuna,3.0
2004,Kommunustýri,data.foseats-number,Gjáar kommuna,
2004,Kommunustýri,data.foseats-number,Gøtu kommuna,7.0
2004,Kommunustýri,data.foseats-number,Haldórsvíkar kommuna,
2004,Kommunustýri,data.foseats-number,Hests kommuna,
2004,Kommunustýri,data.foseats-number,Hósvíkar kommuna,
2004,Kommunustýri,data.foseats-number,Hovs kommuna,5.0
2004,Kommunustýri,data.foseats-number,Húsa kommuna,3.0
2004,Kommunustýri,data.foseats-number,Húsavíkar kommuna,5.0
2004,Kommunustýri,data.foseats-number,Hvalbiar kommuna,7.0
2004,Kommunustýri,data.foseats-number,Hvalvíkar kommuna,
