Year,eind,Series,kyn,sjúkubólkur,Kyn,Sjúkubólkur,Value
2017,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Kroniskar sjúkur í andaleiðini,,,16.8690958164642
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Tilsamans,,,238.986696407233
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Hjarta-æðra-sjúkur,,,51.7804508882339
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Krabbamein,,,163.307575878276
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Sukursjúka,,,0.0
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Kroniskar sjúkur í andaleiðini,,,23.8986696407233
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Tilsamans,,,320.15855471281
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Hjarta-æðra-sjúkur,,,76.2282273125738
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Krabbamein,,,205.816213743949
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Sukursjúka,,,0.0
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Kroniskar sjúkur í andaleiðini,,,38.1141136562869
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Tilsamans,,,150.156412930136
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Hjarta-æðra-sjúkur,,,25.0260688216893
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Krabbamein,,,116.788321167883
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Sukursjúka,,,0.0
2018,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Kroniskar sjúkur í andaleiðini,,,8.34202294056309
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Tilsamans,,,191.987462043295
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Hjarta-æðra-sjúkur,,,54.8535605837986
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Krabbamein,,,125.379567048683
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Sukursjúka,,,0.0
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Kroniskar sjúkur í andaleiðini,,,11.754334410814
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Tilsamans,,,231.801697386623
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Hjarta-æðra-sjúkur,,,74.774741092459
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Krabbamein,,,149.549482184918
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Sukursjúka,,,0.0
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Kroniskar sjúkur í andaleiðini,,,7.4774741092459
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Tilsamans,,,148.160342415014
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Hjarta-æðra-sjúkur,,,32.9245205366697
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Krabbamein,,,98.773561610009
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Sukursjúka,,,0.0
2019,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Kroniskar sjúkur í andaleiðini,,,16.4622602683348
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Tilsamans,,,127.334465195246
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Hjarta-æðra-sjúkur,,,23.1517209445902
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Krabbamein,,,88.7482636209292
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Sukursjúka,,,0.0
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Kroniskar sjúkur í andaleiðini,,,15.4344806297268
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Tilsamans,,,161.687428802411
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Hjarta-æðra-sjúkur,,,36.7471429096388
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Krabbamein,,,117.590857310844
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Sukursjúka,,,0.0
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Kroniskar sjúkur í andaleiðini,,,7.34942858192775
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Tilsamans,,,89.3618749746131
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Hjarta-æðra-sjúkur,,,8.12380681587392
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Krabbamein,,,56.8666477111174
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Sukursjúka,,,0.0
2020,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Kroniskar sjúkur í andaleiðini,,,24.3714204476218
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Tilsamans,,,176.339799125968
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Hjarta-æðra-sjúkur,,,53.6686345165989
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Krabbamein,,,107.337269033198
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Sukursjúka,,,0.0
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",,Kroniskar sjúkur í andaleiðini,,,15.3338955761711
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Tilsamans,,,218.882241354151
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Hjarta-æðra-sjúkur,,,65.6646724062454
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Krabbamein,,,131.329344812491
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Sukursjúka,,,0.0
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Menn,Kroniskar sjúkur í andaleiðini,,,21.8882241354152
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Tilsamans,,,129.24071082391
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Hjarta-æðra-sjúkur,,,40.3877221324717
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Krabbamein,,,80.7754442649435
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Sukursjúka,,,0.0
2021,Í tali,"Deyð av hjarta-æðra-sjúkum, krabbameini, sukursjúku og koroniskum sjúkum í andaleiðini fyri hvørjar 100.000 íbúgvar",Kvinnur,Kroniskar sjúkur í andaleiðini,,,8.07754442649435
2009,,,,,,,274.0
2009,,,,,,Hjarta-æðra-sjúkur,74.7
2009,,,,,,Krabbamein,141.2
2009,,,,,,Sukursjúka,29.1
2009,,,,,,Kroniskar sjúkur í andaleiðini,29.1
2009,,,,,Menn,,321.6
2009,,,,,Menn,Hjarta-æðra-sjúkur,86.3
2009,,,,,Menn,Krabbamein,196.1
2009,,,,,Menn,Sukursjúka,15.7
2009,,,,,Menn,Kroniskar sjúkur í andaleiðini,23.5
2009,,,,,Kvinnur,,220.6
2009,,,,,Kvinnur,Hjarta-æðra-sjúkur,61.8
2009,,,,,Kvinnur,Krabbamein,79.4
2009,,,,,Kvinnur,Sukursjúka,44.1
2009,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,35.3
2010,,,,,,,210.9
2010,,,,,,Hjarta-æðra-sjúkur,57.9
2010,,,,,,Krabbamein,144.7
2010,,,,,,Sukursjúka,4.1
2010,,,,,,Kroniskar sjúkur í andaleiðini,4.1
2010,,,,,Menn,,305.2
2010,,,,,Menn,Hjarta-æðra-sjúkur,86.1
2010,,,,,Menn,Krabbamein,219.1
2010,,,,,Menn,Sukursjúka,0.0
2010,,,,,Menn,Kroniskar sjúkur í andaleiðini,0.0
2010,,,,,Kvinnur,,105.2
2010,,,,,Kvinnur,Hjarta-æðra-sjúkur,26.3
2010,,,,,Kvinnur,Krabbamein,61.4
2010,,,,,Kvinnur,Sukursjúka,8.8
2010,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,8.8
2011,,,,,,,264.1
2011,,,,,,Hjarta-æðra-sjúkur,66.0
2011,,,,,,Krabbamein,181.6
2011,,,,,,Sukursjúka,8.3
2011,,,,,,Kroniskar sjúkur í andaleiðini,8.3
2011,,,,,Menn,,313.5
2011,,,,,Menn,Hjarta-æðra-sjúkur,101.9
2011,,,,,Menn,Krabbamein,203.7
2011,,,,,Menn,Sukursjúka,0.0
2011,,,,,Menn,Kroniskar sjúkur í andaleiðini,7.8
2011,,,,,Kvinnur,,209.2
2011,,,,,Kvinnur,Hjarta-æðra-sjúkur,26.1
2011,,,,,Kvinnur,Krabbamein,156.9
2011,,,,,Kvinnur,Sukursjúka,17.4
2011,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,8.7
2012,,,,,,,231.0
2012,,,,,,Hjarta-æðra-sjúkur,90.8
2012,,,,,,Krabbamein,132.0
2012,,,,,,Sukursjúka,0.0
2012,,,,,,Kroniskar sjúkur í andaleiðini,8.3
2012,,,,,Menn,,346.3
2012,,,,,Menn,Hjarta-æðra-sjúkur,157.4
2012,,,,,Menn,Krabbamein,173.2
2012,,,,,Menn,Sukursjúka,0.0
2012,,,,,Menn,Kroniskar sjúkur í andaleiðini,15.7
2012,,,,,Kvinnur,,104.0
2012,,,,,Kvinnur,Hjarta-æðra-sjúkur,17.3
2012,,,,,Kvinnur,Krabbamein,86.7
2012,,,,,Kvinnur,Sukursjúka,0.0
2012,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,0.0
2013,,,,,,,272.6
2013,,,,,,Hjarta-æðra-sjúkur,86.7
2013,,,,,,Krabbamein,157.0
2013,,,,,,Sukursjúka,4.1
2013,,,,,,Kroniskar sjúkur í andaleiðini,24.8
2013,,,,,Menn,,371.5
2013,,,,,Menn,Hjarta-æðra-sjúkur,118.6
2013,,,,,Menn,Krabbamein,237.1
2013,,,,,Menn,Sukursjúka,7.9
2013,,,,,Menn,Kroniskar sjúkur í andaleiðini,7.9
2013,,,,,Kvinnur,,164.4
2013,,,,,Kvinnur,Hjarta-æðra-sjúkur,51.9
2013,,,,,Kvinnur,Krabbamein,69.2
2013,,,,,Kvinnur,Sukursjúka,0.0
2013,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,43.3
2014,,,,,,,251.9
2014,,,,,,Hjarta-æðra-sjúkur,74.3
2014,,,,,,Krabbamein,148.7
2014,,,,,,Sukursjúka,0.0
2014,,,,,,Kroniskar sjúkur í andaleiðini,28.9
2014,,,,,Menn,,323.7
2014,,,,,Menn,Hjarta-æðra-sjúkur,110.5
2014,,,,,Menn,Krabbamein,173.7
2014,,,,,Menn,Sukursjúka,0.0
2014,,,,,Menn,Kroniskar sjúkur í andaleiðini,39.5
2014,,,,,Kvinnur,,173.2
2014,,,,,Kvinnur,Hjarta-æðra-sjúkur,34.6
2014,,,,,Kvinnur,Krabbamein,121.2
2014,,,,,Kvinnur,Sukursjúka,0.0
2014,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,17.3
2015,,,,,,,221.8
2015,,,,,,Hjarta-æðra-sjúkur,57.5
2015,,,,,,Krabbamein,135.6
2015,,,,,,Sukursjúka,0.0
2015,,,,,,Kroniskar sjúkur í andaleiðini,28.8
2015,,,,,Menn,,282.5
2015,,,,,Menn,Hjarta-æðra-sjúkur,102.0
2015,,,,,Menn,Krabbamein,149.1
2015,,,,,Menn,Sukursjúka,0.0
2015,,,,,Menn,Kroniskar sjúkur í andaleiðini,31.4
2015,,,,,Kvinnur,,155.2
2015,,,,,Kvinnur,Hjarta-æðra-sjúkur,8.6
2015,,,,,Kvinnur,Krabbamein,120.7
2015,,,,,Kvinnur,Sukursjúka,0.0
2015,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,25.9
2016,,,,,,,248.6
2016,,,,,,Hjarta-æðra-sjúkur,65.2
2016,,,,,,Krabbamein,158.9
2016,,,,,,Sukursjúka,16.3
2016,,,,,,Kroniskar sjúkur í andaleiðini,8.1
2016,,,,,Menn,,288.6
2016,,,,,Menn,Hjarta-æðra-sjúkur,85.8
2016,,,,,Menn,Krabbamein,171.6
2016,,,,,Menn,Sukursjúka,23.4
2016,,,,,Menn,Kroniskar sjúkur í andaleiðini,7.8
2016,,,,,Kvinnur,,204.8
2016,,,,,Kvinnur,Hjarta-æðra-sjúkur,42.7
2016,,,,,Kvinnur,Krabbamein,145.1
2016,,,,,Kvinnur,Sukursjúka,8.5
2016,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,8.5
2017,,,,,,,294.5
2017,,,,,,Hjarta-æðra-sjúkur,84.7
2017,,,,,,Krabbamein,193.7
2017,,,,,,Sukursjúka,0.0
2017,,,,,,Kroniskar sjúkur í andaleiðini,16.1
2017,,,,,Menn,,363.5
2017,,,,,Menn,Hjarta-æðra-sjúkur,139.2
2017,,,,,Menn,Krabbamein,208.8
2017,,,,,Menn,Sukursjúka,0.0
2017,,,,,Menn,Kroniskar sjúkur í andaleiðini,15.5
2017,,,,,Kvinnur,,219.3
2017,,,,,Kvinnur,Hjarta-æðra-sjúkur,25.3
2017,,,,,Kvinnur,Krabbamein,177.1
2017,,,,,Kvinnur,Sukursjúka,0.0
2017,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,16.9
2018,,,,,,,239.0
2018,,,,,,Hjarta-æðra-sjúkur,51.8
2018,,,,,,Krabbamein,163.3
2018,,,,,,Sukursjúka,0.0
2018,,,,,,Kroniskar sjúkur í andaleiðini,23.9
2018,,,,,Menn,,320.2
2018,,,,,Menn,Hjarta-æðra-sjúkur,76.2
2018,,,,,Menn,Krabbamein,205.8
2018,,,,,Menn,Sukursjúka,0.0
2018,,,,,Menn,Kroniskar sjúkur í andaleiðini,38.1
2018,,,,,Kvinnur,,150.2
2018,,,,,Kvinnur,Hjarta-æðra-sjúkur,25.0
2018,,,,,Kvinnur,Krabbamein,116.8
2018,,,,,Kvinnur,Sukursjúka,0.0
2018,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,8.3
2019,,,,,,,192.0
2019,,,,,,Hjarta-æðra-sjúkur,54.9
2019,,,,,,Krabbamein,125.4
2019,,,,,,Sukursjúka,0.0
2019,,,,,,Kroniskar sjúkur í andaleiðini,11.8
2019,,,,,Menn,,231.8
2019,,,,,Menn,Hjarta-æðra-sjúkur,74.8
2019,,,,,Menn,Krabbamein,149.5
2019,,,,,Menn,Sukursjúka,0.0
2019,,,,,Menn,Kroniskar sjúkur í andaleiðini,7.5
2019,,,,,Kvinnur,,148.2
2019,,,,,Kvinnur,Hjarta-æðra-sjúkur,32.9
2019,,,,,Kvinnur,Krabbamein,98.8
2019,,,,,Kvinnur,Sukursjúka,0.0
2019,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,16.5
2020,,,,,,,127.3
2020,,,,,,Hjarta-æðra-sjúkur,23.2
2020,,,,,,Krabbamein,88.7
2020,,,,,,Sukursjúka,0.0
2020,,,,,,Kroniskar sjúkur í andaleiðini,15.4
2020,,,,,Menn,,161.7
2020,,,,,Menn,Hjarta-æðra-sjúkur,36.7
2020,,,,,Menn,Krabbamein,117.6
2020,,,,,Menn,Sukursjúka,0.0
2020,,,,,Menn,Kroniskar sjúkur í andaleiðini,7.3
2020,,,,,Kvinnur,,89.4
2020,,,,,Kvinnur,Hjarta-æðra-sjúkur,8.1
2020,,,,,Kvinnur,Krabbamein,56.9
2020,,,,,Kvinnur,Sukursjúka,0.0
2020,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,24.4
2021,,,,,,,176.3
2021,,,,,,Hjarta-æðra-sjúkur,53.7
2021,,,,,,Krabbamein,107.3
2021,,,,,,Sukursjúka,0.0
2021,,,,,,Kroniskar sjúkur í andaleiðini,15.3
2021,,,,,Menn,,218.9
2021,,,,,Menn,Hjarta-æðra-sjúkur,65.7
2021,,,,,Menn,Krabbamein,131.3
2021,,,,,Menn,Sukursjúka,0.0
2021,,,,,Menn,Kroniskar sjúkur í andaleiðini,21.9
2021,,,,,Kvinnur,,129.2
2021,,,,,Kvinnur,Hjarta-æðra-sjúkur,40.4
2021,,,,,Kvinnur,Krabbamein,80.8
2021,,,,,Kvinnur,Sukursjúka,0.0
2021,,,,,Kvinnur,Kroniskar sjúkur í andaleiðini,8.1
