Year,Sex,date.age,Geography,GeoCode,Value
2012,Males,18-24 years,Vága region,R4400,3.5
2012,Males,25-54 years,,,4
2012,Males,25-54 years,Eysturoyar region,R4200,3.3
2012,Males,25-54 years,Norðoya region,R4100,5.3
2012,Males,25-54 years,Sandoyar region,R4500,5.4
2012,Males,25-54 years,"Streymoyar region, north",R4300,3.3
2012,Males,25-54 years,"Streymoyar region, south",R4700,3.9
2012,Males,25-54 years,Suðuroyar region,R4600,4.4
2012,Males,25-54 years,Vága region,R4400,4.3
2012,Males,55-66 years,,,4.5
2012,Males,55-66 years,Eysturoyar region,R4200,4
2012,Males,55-66 years,Norðoya region,R4100,3
2012,Males,55-66 years,Sandoyar region,R4500,10.7
2012,Males,55-66 years,"Streymoyar region, north",R4300,4
2012,Males,55-66 years,"Streymoyar region, south",R4700,4.5
2012,Males,55-66 years,Suðuroyar region,R4600,4.7
2012,Males,55-66 years,Vága region,R4400,5.9
2012,Males,67+ years,,,3.1
2012,Males,67+ years,Eysturoyar region,R4200,2.6
2012,Males,67+ years,Norðoya region,R4100,3.1
2012,Males,67+ years,Sandoyar region,R4500,-
2012,Males,67+ years,"Streymoyar region, north",R4300,2.9
2012,Males,67+ years,"Streymoyar region, south",R4700,3.9
2012,Males,67+ years,Suðuroyar region,R4600,2.5
2012,Males,67+ years,Vága region,R4400,3.2
2013,,,,,3.8
2013,,,Eysturoyar region,R4200,3.1
2013,,,Norðoya region,R4100,4.1
2013,,,Sandoyar region,R4500,5.3
2013,,,"Streymoyar region, north",R4300,4.2
2013,,,"Streymoyar region, south",R4700,3.5
2013,,,Suðuroyar region,R4600,5.6
2013,,,Vága region,R4400,3.2
2013,,00-17 years,,,5.2
2013,,00-17 years,Eysturoyar region,R4200,4.6
2013,,00-17 years,Norðoya region,R4100,6
2013,,00-17 years,Sandoyar region,R4500,7.9
2013,,00-17 years,"Streymoyar region, north",R4300,7
2013,,00-17 years,"Streymoyar region, south",R4700,4.3
2013,,00-17 years,Suðuroyar region,R4600,8.3
2013,,00-17 years,Vága region,R4400,4.1
2013,,18-24 years,,,4.3
2013,,18-24 years,Eysturoyar region,R4200,3
2013,,18-24 years,Norðoya region,R4100,3.4
2013,,18-24 years,Sandoyar region,R4500,4.6
2013,,18-24 years,"Streymoyar region, north",R4300,4.8
2013,,18-24 years,"Streymoyar region, south",R4700,4.8
2013,,18-24 years,Suðuroyar region,R4600,6.8
2013,,18-24 years,Vága region,R4400,2.8
2013,,25-54 years,,,3.4
2013,,25-54 years,Eysturoyar region,R4200,2.9
2013,,25-54 years,Norðoya region,R4100,3.9
2013,,25-54 years,Sandoyar region,R4500,5.1
2013,,25-54 years,"Streymoyar region, north",R4300,3.8
2013,,25-54 years,"Streymoyar region, south",R4700,3
2013,,25-54 years,Suðuroyar region,R4600,5.9
2013,,25-54 years,Vága region,R4400,2.7
2013,,55-66 years,,,3.4
2013,,55-66 years,Eysturoyar region,R4200,2.6
2013,,55-66 years,Norðoya region,R4100,2.6
2013,,55-66 years,Sandoyar region,R4500,5.9
2013,,55-66 years,"Streymoyar region, north",R4300,3
2013,,55-66 years,"Streymoyar region, south",R4700,3.7
2013,,55-66 years,Suðuroyar region,R4600,4.1
2013,,55-66 years,Vága region,R4400,4.2
2013,,67+ years,,,2.2
2013,,67+ years,Eysturoyar region,R4200,1.6
2013,,67+ years,Norðoya region,R4100,3.1
2013,,67+ years,Sandoyar region,R4500,1.8
2013,,67+ years,"Streymoyar region, north",R4300,1.6
2013,,67+ years,"Streymoyar region, south",R4700,2.2
2013,,67+ years,Suðuroyar region,R4600,2.4
2013,,67+ years,Vága region,R4400,2.2
2013,Females,,,,4.1
2013,Females,,Eysturoyar region,R4200,3.3
2013,Females,,Norðoya region,R4100,4.4
2013,Females,,Sandoyar region,R4500,5.5
2013,Females,,"Streymoyar region, north",R4300,4.7
2013,Females,,"Streymoyar region, south",R4700,3.7
2013,Females,,Suðuroyar region,R4600,6.4
2013,Females,,Vága region,R4400,3.1
2013,Females,00-17 years,,,5.4
2013,Females,00-17 years,Eysturoyar region,R4200,4.5
2013,Females,00-17 years,Norðoya region,R4100,6.5
2013,Females,00-17 years,Sandoyar region,R4500,9.4
2013,Females,00-17 years,"Streymoyar region, north",R4300,7.5
2013,Females,00-17 years,"Streymoyar region, south",R4700,4.3
2013,Females,00-17 years,Suðuroyar region,R4600,9.8
2013,Females,00-17 years,Vága region,R4400,4.1
2013,Females,18-24 years,,,5.9
2013,Females,18-24 years,Eysturoyar region,R4200,4.5
2013,Females,18-24 years,Norðoya region,R4100,4.8
2013,Females,18-24 years,Sandoyar region,R4500,6.7
2013,Females,18-24 years,"Streymoyar region, north",R4300,6
2013,Females,18-24 years,"Streymoyar region, south",R4700,6.5
2013,Females,18-24 years,Suðuroyar region,R4600,9
2013,Females,18-24 years,Vága region,R4400,3.4
2013,Females,25-54 years,,,3.9
2013,Females,25-54 years,Eysturoyar region,R4200,3.2
2013,Females,25-54 years,Norðoya region,R4100,4.1
2013,Females,25-54 years,Sandoyar region,R4500,5.5
2013,Females,25-54 years,"Streymoyar region, north",R4300,5.1
2013,Females,25-54 years,"Streymoyar region, south",R4700,3.3
2013,Females,25-54 years,Suðuroyar region,R4600,7.4
2013,Females,25-54 years,Vága region,R4400,2.8
2013,Females,55-66 years,,,2.9
2013,Females,55-66 years,Eysturoyar region,R4200,2.5
2013,Females,55-66 years,Norðoya region,R4100,2.6
2013,Females,55-66 years,Sandoyar region,R4500,1.9
2013,Females,55-66 years,"Streymoyar region, north",R4300,1.2
2013,Females,55-66 years,"Streymoyar region, south",R4700,3.6
2013,Females,55-66 years,Suðuroyar region,R4600,2.7
2013,Females,55-66 years,Vága region,R4400,3.4
2013,Females,67+ years,,,2.2
2013,Females,67+ years,Eysturoyar region,R4200,1.7
2013,Females,67+ years,Norðoya region,R4100,3.2
2013,Females,67+ years,Sandoyar region,R4500,3.3
2013,Females,67+ years,"Streymoyar region, north",R4300,1.7
2013,Females,67+ years,"Streymoyar region, south",R4700,2.1
2013,Females,67+ years,Suðuroyar region,R4600,2.6
2013,Females,67+ years,Vága region,R4400,1.7
2013,Males,,,,3.5
2013,Males,,Eysturoyar region,R4200,3
2013,Males,,Norðoya region,R4100,3.8
2013,Males,,Sandoyar region,R4500,5.1
2013,Males,,"Streymoyar region, north",R4300,3.8
2013,Males,,"Streymoyar region, south",R4700,3.3
2013,Males,,Suðuroyar region,R4600,4.9
2013,Males,,Vága region,R4400,3.3
2013,Males,00-17 years,,,5
2013,Males,00-17 years,Eysturoyar region,R4200,4.7
2013,Males,00-17 years,Norðoya region,R4100,5.6
2013,Males,00-17 years,Sandoyar region,R4500,6.5
2013,Males,00-17 years,"Streymoyar region, north",R4300,6.5
2013,Males,00-17 years,"Streymoyar region, south",R4700,4.4
2013,Males,00-17 years,Suðuroyar region,R4600,6.9
2013,Males,00-17 years,Vága region,R4400,4.2
2013,Males,18-24 years,,,3
2013,Males,18-24 years,Eysturoyar region,R4200,1.7
2013,Males,18-24 years,Norðoya region,R4100,2.3
2013,Males,18-24 years,Sandoyar region,R4500,3.1
2013,Males,18-24 years,"Streymoyar region, north",R4300,3.9
2013,Males,18-24 years,"Streymoyar region, south",R4700,3.3
2013,Males,18-24 years,Suðuroyar region,R4600,5
2013,Males,18-24 years,Vága region,R4400,2.3
2013,Males,25-54 years,,,3
2013,Males,25-54 years,Eysturoyar region,R4200,2.6
2013,Males,25-54 years,Norðoya region,R4100,3.6
2013,Males,25-54 years,Sandoyar region,R4500,4.8
2013,Males,25-54 years,"Streymoyar region, north",R4300,2.6
2013,Males,25-54 years,"Streymoyar region, south",R4700,2.7
2013,Males,25-54 years,Suðuroyar region,R4600,4.6
2013,Males,25-54 years,Vága region,R4400,2.6
2013,Males,55-66 years,,,3.9
2013,Males,55-66 years,Eysturoyar region,R4200,2.8
2013,Males,55-66 years,Norðoya region,R4100,2.7
2013,Males,55-66 years,Sandoyar region,R4500,8.9
2013,Males,55-66 years,"Streymoyar region, north",R4300,4.5
2013,Males,55-66 years,"Streymoyar region, south",R4700,3.7
2013,Males,55-66 years,Suðuroyar region,R4600,5.3
2013,Males,55-66 years,Vága region,R4400,5
2013,Males,67+ years,,,2.1
2013,Males,67+ years,Eysturoyar region,R4200,1.6
2013,Males,67+ years,Norðoya region,R4100,3
2013,Males,67+ years,Sandoyar region,R4500,-
2013,Males,67+ years,"Streymoyar region, north",R4300,1.4
2013,Males,67+ years,"Streymoyar region, south",R4700,2.4
2013,Males,67+ years,Suðuroyar region,R4600,2.3
2013,Males,67+ years,Vága region,R4400,2.8
2014,,,,,3.5
2014,,,Eysturoyar region,R4200,2.6
2014,,,Norðoya region,R4100,3.7
2014,,,Sandoyar region,R4500,4.6
2014,,,"Streymoyar region, north",R4300,3.8
2014,,,"Streymoyar region, south",R4700,3.5
2014,,,Suðuroyar region,R4600,5.1
2014,,,Vága region,R4400,3.8
2014,,00-17 years,,,4.8
2014,,00-17 years,Eysturoyar region,R4200,3.7
2014,,00-17 years,Norðoya region,R4100,6.1
2014,,00-17 years,Sandoyar region,R4500,5.5
2014,,00-17 years,"Streymoyar region, north",R4300,6.3
2014,,00-17 years,"Streymoyar region, south",R4700,4.1
2014,,00-17 years,Suðuroyar region,R4600,7.8
2014,,00-17 years,Vága region,R4400,5.1
2014,,18-24 years,,,4.6
2014,,18-24 years,Eysturoyar region,R4200,2.3
2014,,18-24 years,Norðoya region,R4100,4.2
2014,,18-24 years,Sandoyar region,R4500,8.3
2014,,18-24 years,"Streymoyar region, north",R4300,3
2014,,18-24 years,"Streymoyar region, south",R4700,5.8
2014,,18-24 years,Suðuroyar region,R4600,5.7
2014,,18-24 years,Vága region,R4400,4.8
2014,,25-54 years,,,3.1
2014,,25-54 years,Eysturoyar region,R4200,2.2
2014,,25-54 years,Norðoya region,R4100,3.6
2014,,25-54 years,Sandoyar region,R4500,2.8
2014,,25-54 years,"Streymoyar region, north",R4300,3.3
2014,,25-54 years,"Streymoyar region, south",R4700,2.9
2014,,25-54 years,Suðuroyar region,R4600,5.6
2014,,25-54 years,Vága region,R4400,3.5
2014,,55-66 years,,,3.2
2014,,55-66 years,Eysturoyar region,R4200,2.1
2014,,55-66 years,Norðoya region,R4100,1.7
2014,,55-66 years,Sandoyar region,R4500,7.6
2014,,55-66 years,"Streymoyar region, north",R4300,3.1
2014,,55-66 years,"Streymoyar region, south",R4700,3.8
2014,,55-66 years,Suðuroyar region,R4600,3.5
2014,,55-66 years,Vága region,R4400,3.2
2014,,67+ years,,,2
2014,,67+ years,Eysturoyar region,R4200,2.2
2014,,67+ years,Norðoya region,R4100,1.9
2014,,67+ years,Sandoyar region,R4500,2.1
2014,,67+ years,"Streymoyar region, north",R4300,1.9
2014,,67+ years,"Streymoyar region, south",R4700,1.9
2014,,67+ years,Suðuroyar region,R4600,1.9
2014,,67+ years,Vága region,R4400,2
2014,Females,,,,3.8
2014,Females,,Eysturoyar region,R4200,2.9
2014,Females,,Norðoya region,R4100,4.2
2014,Females,,Sandoyar region,R4500,4.5
2014,Females,,"Streymoyar region, north",R4300,4.2
2014,Females,,"Streymoyar region, south",R4700,3.6
2014,Females,,Suðuroyar region,R4600,5.7
2014,Females,,Vága region,R4400,3.8
2014,Females,00-17 years,,,5
2014,Females,00-17 years,Eysturoyar region,R4200,4.7
2014,Females,00-17 years,Norðoya region,R4100,6.2
2014,Females,00-17 years,Sandoyar region,R4500,7
2014,Females,00-17 years,"Streymoyar region, north",R4300,6.8
2014,Females,00-17 years,"Streymoyar region, south",R4700,3.8
2014,Females,00-17 years,Suðuroyar region,R4600,8.1
2014,Females,00-17 years,Vága region,R4400,5
2014,Females,18-24 years,,,5.9
2014,Females,18-24 years,Eysturoyar region,R4200,2.4
2014,Females,18-24 years,Norðoya region,R4100,5.8
2014,Females,18-24 years,Sandoyar region,R4500,12.5
2014,Females,18-24 years,"Streymoyar region, north",R4300,5
2014,Females,18-24 years,"Streymoyar region, south",R4700,8.1
2014,Females,18-24 years,Suðuroyar region,R4600,7.2
2014,Females,18-24 years,Vága region,R4400,2.1
2014,Females,25-54 years,,,3.6
2014,Females,25-54 years,Eysturoyar region,R4200,2.4
2014,Females,25-54 years,Norðoya region,R4100,4.7
2014,Females,25-54 years,Sandoyar region,R4500,3.8
2014,Females,25-54 years,"Streymoyar region, north",R4300,4.5
2014,Females,25-54 years,"Streymoyar region, south",R4700,2.9
2014,Females,25-54 years,Suðuroyar region,R4600,7.2
2014,Females,25-54 years,Vága region,R4400,4.4
2014,Females,55-66 years,,,2.7
2014,Females,55-66 years,Eysturoyar region,R4200,2.1
2014,Females,55-66 years,Norðoya region,R4100,1.3
2014,Females,55-66 years,Sandoyar region,R4500,3
2014,Females,55-66 years,"Streymoyar region, north",R4300,1.6
2014,Females,55-66 years,"Streymoyar region, south",R4700,3.9
2014,Females,55-66 years,Suðuroyar region,R4600,2.2
2014,Females,55-66 years,Vága region,R4400,2.3
2014,Females,67+ years,,,2
2014,Females,67+ years,Eysturoyar region,R4200,2.1
2014,Females,67+ years,Norðoya region,R4100,2
2014,Females,67+ years,Sandoyar region,R4500,1.6
2014,Females,67+ years,"Streymoyar region, north",R4300,1.7
2014,Females,67+ years,"Streymoyar region, south",R4700,1.8
2014,Females,67+ years,Suðuroyar region,R4600,2.3
2014,Females,67+ years,Vága region,R4400,2.6
2014,Males,,,,3.3
2014,Males,,Eysturoyar region,R4200,2.3
2014,Males,,Norðoya region,R4100,3.3
2014,Males,,Sandoyar region,R4500,4.7
2014,Males,,"Streymoyar region, north",R4300,3.4
2014,Males,,"Streymoyar region, south",R4700,3.4
2014,Males,,Suðuroyar region,R4600,4.6
2014,Males,,Vága region,R4400,3.7
2014,Males,00-17 years,,,4.7
2014,Males,00-17 years,Eysturoyar region,R4200,2.9
2014,Males,00-17 years,Norðoya region,R4100,6
2014,Males,00-17 years,Sandoyar region,R4500,4
2014,Males,00-17 years,"Streymoyar region, north",R4300,5.9
2014,Males,00-17 years,"Streymoyar region, south",R4700,4.4
2014,Males,00-17 years,Suðuroyar region,R4600,7.5
2014,Males,00-17 years,Vága region,R4400,5.2
2014,Males,18-24 years,,,3.4
2014,Males,18-24 years,Eysturoyar region,R4200,2.2
2014,Males,18-24 years,Norðoya region,R4100,2.8
2014,Males,18-24 years,Sandoyar region,R4500,5.3
2014,Males,18-24 years,"Streymoyar region, north",R4300,1.6
2014,Males,18-24 years,"Streymoyar region, south",R4700,3.8
2014,Males,18-24 years,Suðuroyar region,R4600,4.4
2014,Males,18-24 years,Vága region,R4400,6.8
2014,Males,25-54 years,,,2.7
2014,Males,25-54 years,Eysturoyar region,R4200,2
2014,Males,25-54 years,Norðoya region,R4100,2.7
2014,Males,25-54 years,Sandoyar region,R4500,1.9
2014,Males,25-54 years,"Streymoyar region, north",R4300,2.3
2014,Males,25-54 years,"Streymoyar region, south",R4700,2.9
2014,Males,25-54 years,Suðuroyar region,R4600,4.3
2014,Males,25-54 years,Vága region,R4400,2.7
2014,Males,55-66 years,,,3.6
2014,Males,55-66 years,Eysturoyar region,R4200,2.2
2014,Males,55-66 years,Norðoya region,R4100,2
2014,Males,55-66 years,Sandoyar region,R4500,11.1
2014,Males,55-66 years,"Streymoyar region, north",R4300,4.5
2014,Males,55-66 years,"Streymoyar region, south",R4700,3.6
2014,Males,55-66 years,Suðuroyar region,R4600,4.7
2014,Males,55-66 years,Vága region,R4400,4.1
2014,Males,67+ years,,,2
2014,Males,67+ years,Eysturoyar region,R4200,2.3
2014,Males,67+ years,Norðoya region,R4100,1.7
2014,Males,67+ years,Sandoyar region,R4500,2.8
2014,Males,67+ years,"Streymoyar region, north",R4300,2.1
2014,Males,67+ years,"Streymoyar region, south",R4700,2
2014,Males,67+ years,Suðuroyar region,R4600,1.5
2014,Males,67+ years,Vága region,R4400,1.3
2015,,,,,3.4
2015,,,Eysturoyar region,R4200,2.7
2015,,,Norðoya region,R4100,3.3
2015,,,Sandoyar region,R4500,6.2
2015,,,"Streymoyar region, north",R4300,3
2015,,,"Streymoyar region, south",R4700,3.3
2015,,,Suðuroyar region,R4600,4.4
2015,,,Vága region,R4400,4.2
2015,,00-17 years,,,4.5
2015,,00-17 years,Eysturoyar region,R4200,3.8
2015,,00-17 years,Norðoya region,R4100,4.6
2015,,00-17 years,Sandoyar region,R4500,8.9
2015,,00-17 years,"Streymoyar region, north",R4300,4.3
2015,,00-17 years,"Streymoyar region, south",R4700,3.8
2015,,00-17 years,Suðuroyar region,R4600,6.7
2015,,00-17 years,Vága region,R4400,6.4
2015,,18-24 years,,,4.2
2015,,18-24 years,Eysturoyar region,R4200,3.6
2015,,18-24 years,Norðoya region,R4100,2.3
2015,,18-24 years,Sandoyar region,R4500,7.2
2015,,18-24 years,"Streymoyar region, north",R4300,1.8
2015,,18-24 years,"Streymoyar region, south",R4700,5.5
2015,,18-24 years,Suðuroyar region,R4600,3.3
2015,,18-24 years,Vága region,R4400,4.3
2015,,25-54 years,,,3.2
2015,,25-54 years,Eysturoyar region,R4200,2.4
2015,,25-54 years,Norðoya region,R4100,3.5
2015,,25-54 years,Sandoyar region,R4500,7
2015,,25-54 years,"Streymoyar region, north",R4300,3.2
2015,,25-54 years,"Streymoyar region, south",R4700,3
2015,,25-54 years,Suðuroyar region,R4600,4.9
2015,,25-54 years,Vága region,R4400,4
2015,,55-66 years,,,2.8
2015,,55-66 years,Eysturoyar region,R4200,1.7
2015,,55-66 years,Norðoya region,R4100,1.8
2015,,55-66 years,Sandoyar region,R4500,6.4
2015,,55-66 years,"Streymoyar region, north",R4300,2.3
2015,,55-66 years,"Streymoyar region, south",R4700,3.5
2015,,55-66 years,Suðuroyar region,R4600,2.6
2015,,55-66 years,Vága region,R4400,2.5
2015,,67+ years,,,2
2015,,67+ years,Eysturoyar region,R4200,2
2015,,67+ years,Norðoya region,R4100,2.5
2015,,67+ years,Sandoyar region,R4500,1.6
2015,,67+ years,"Streymoyar region, north",R4300,1.9
2015,,67+ years,"Streymoyar region, south",R4700,1.5
2015,,67+ years,Suðuroyar region,R4600,2.7
2015,,67+ years,Vága region,R4400,2.2
2015,Females,,,,3.6
2015,Females,,Eysturoyar region,R4200,3.2
2015,Females,,Norðoya region,R4100,3.5
2015,Females,,Sandoyar region,R4500,6.3
2015,Females,,"Streymoyar region, north",R4300,3.2
2015,Females,,"Streymoyar region, south",R4700,3.4
2015,Females,,Suðuroyar region,R4600,4.9
2015,Females,,Vága region,R4400,4.3
2015,Females,00-17 years,,,4.9
2015,Females,00-17 years,Eysturoyar region,R4200,4.4
2015,Females,00-17 years,Norðoya region,R4100,4.7
2015,Females,00-17 years,Sandoyar region,R4500,10.1
2015,Females,00-17 years,"Streymoyar region, north",R4300,5.1
2015,Females,00-17 years,"Streymoyar region, south",R4700,4
2015,Females,00-17 years,Suðuroyar region,R4600,7.1
2015,Females,00-17 years,Vága region,R4400,7.6
2015,Females,18-24 years,,,5.3
2015,Females,18-24 years,Eysturoyar region,R4200,5
2015,Females,18-24 years,Norðoya region,R4100,3.2
2015,Females,18-24 years,Sandoyar region,R4500,8.1
2015,Females,18-24 years,"Streymoyar region, north",R4300,2.8
2015,Females,18-24 years,"Streymoyar region, south",R4700,7
2015,Females,18-24 years,Suðuroyar region,R4600,2.5
2015,Females,18-24 years,Vága region,R4400,5.3
2015,Females,25-54 years,,,3.5
2015,Females,25-54 years,Eysturoyar region,R4200,2.7
2015,Females,25-54 years,Norðoya region,R4100,3.9
2015,Females,25-54 years,Sandoyar region,R4500,7.8
2015,Females,25-54 years,"Streymoyar region, north",R4300,3.8
2015,Females,25-54 years,"Streymoyar region, south",R4700,2.9
2015,Females,25-54 years,Suðuroyar region,R4600,6.7
2015,Females,25-54 years,Vága region,R4400,3.7
2015,Females,55-66 years,,,2.2
2015,Females,55-66 years,Eysturoyar region,R4200,1.9
2015,Females,55-66 years,Norðoya region,R4100,1.5
2015,Females,55-66 years,Sandoyar region,R4500,4
2015,Females,55-66 years,"Streymoyar region, north",R4300,0.8
2015,Females,55-66 years,"Streymoyar region, south",R4700,3
2015,Females,55-66 years,Suðuroyar region,R4600,1.6
2015,Females,55-66 years,Vága region,R4400,0.9
2015,Females,67+ years,,,1.9
2015,Females,67+ years,Eysturoyar region,R4200,2.1
2015,Females,67+ years,Norðoya region,R4100,2.6
2015,Females,67+ years,Sandoyar region,R4500,1.5
2015,Females,67+ years,"Streymoyar region, north",R4300,1
2015,Females,67+ years,"Streymoyar region, south",R4700,1.4
2015,Females,67+ years,Suðuroyar region,R4600,2.9
2015,Females,67+ years,Vága region,R4400,2.6
2015,Males,,,,3.2
2015,Males,,Eysturoyar region,R4200,2.3
2015,Males,,Norðoya region,R4100,3
2015,Males,,Sandoyar region,R4500,6.2
2015,Males,,"Streymoyar region, north",R4300,2.9
2015,Males,,"Streymoyar region, south",R4700,3.3
2015,Males,,Suðuroyar region,R4600,4
2015,Males,,Vága region,R4400,4
2015,Males,00-17 years,,,4
2015,Males,00-17 years,Eysturoyar region,R4200,3.2
2015,Males,00-17 years,Norðoya region,R4100,4.5
2015,Males,00-17 years,Sandoyar region,R4500,7.7
2015,Males,00-17 years,"Streymoyar region, north",R4300,3.5
2015,Males,00-17 years,"Streymoyar region, south",R4700,3.6
2015,Males,00-17 years,Suðuroyar region,R4600,6.3
2015,Males,00-17 years,Vága region,R4400,5.2
2015,Males,18-24 years,,,3.2
2015,Males,18-24 years,Eysturoyar region,R4200,2.3
2015,Males,18-24 years,Norðoya region,R4100,1.5
2015,Males,18-24 years,Sandoyar region,R4500,6.7
2015,Males,18-24 years,"Streymoyar region, north",R4300,1
2015,Males,18-24 years,"Streymoyar region, south",R4700,4.2
2015,Males,18-24 years,Suðuroyar region,R4600,4
2015,Males,18-24 years,Vága region,R4400,3.7
2015,Males,25-54 years,,,3
2015,Males,25-54 years,Eysturoyar region,R4200,2.1
2015,Males,25-54 years,Norðoya region,R4100,3.1
2015,Males,25-54 years,Sandoyar region,R4500,6.2
2015,Males,25-54 years,"Streymoyar region, north",R4300,2.8
2015,Males,25-54 years,"Streymoyar region, south",R4700,3
2015,Males,25-54 years,Suðuroyar region,R4600,3.5
2015,Males,25-54 years,Vága region,R4400,4.2
2015,Males,55-66 years,,,3.4
2015,Males,55-66 years,Eysturoyar region,R4200,1.6
2015,Males,55-66 years,Norðoya region,R4100,2
2015,Males,55-66 years,Sandoyar region,R4500,8.3
2015,Males,55-66 years,"Streymoyar region, north",R4300,3.5
2015,Males,55-66 years,"Streymoyar region, south",R4700,4.1
2015,Males,55-66 years,Suðuroyar region,R4600,3.6
2015,Males,55-66 years,Vága region,R4400,4
2015,Males,67+ years,,,2
2015,Males,67+ years,Eysturoyar region,R4200,2
2015,Males,67+ years,Norðoya region,R4100,2.4
2015,Males,67+ years,Sandoyar region,R4500,1.8
2015,Males,67+ years,"Streymoyar region, north",R4300,2.8
2015,Males,67+ years,"Streymoyar region, south",R4700,1.6
2015,Males,67+ years,Suðuroyar region,R4600,2.6
2015,Males,67+ years,Vága region,R4400,1.8
2016,,,,,3.2
2016,,,Eysturoyar region,R4200,2.5
2016,,,Norðoya region,R4100,2.8
2016,,,Sandoyar region,R4500,3.8
2016,,,"Streymoyar region, north",R4300,3.1
2016,,,"Streymoyar region, south",R4700,3.3
2016,,,Suðuroyar region,R4600,5
2016,,,Vága region,R4400,3.3
2016,,00-17 years,,,4.2
2016,,00-17 years,Eysturoyar region,R4200,3.8
2016,,00-17 years,Norðoya region,R4100,4.1
2016,,00-17 years,Sandoyar region,R4500,4.5
2016,,00-17 years,"Streymoyar region, north",R4300,4.1
2016,,00-17 years,"Streymoyar region, south",R4700,3.6
2016,,00-17 years,Suðuroyar region,R4600,8.8
2016,,00-17 years,Vága region,R4400,4.2
2016,,18-24 years,,,3.7
2016,,18-24 years,Eysturoyar region,R4200,2.8
2016,,18-24 years,Norðoya region,R4100,2.8
2016,,18-24 years,Sandoyar region,R4500,6
2016,,18-24 years,"Streymoyar region, north",R4300,3.2
2016,,18-24 years,"Streymoyar region, south",R4700,4.4
2016,,18-24 years,Suðuroyar region,R4600,4.6
2016,,18-24 years,Vága region,R4400,1.7
2016,,25-54 years,,,3.1
2016,,25-54 years,Eysturoyar region,R4200,2.3
2016,,25-54 years,Norðoya region,R4100,2.8
2016,,25-54 years,Sandoyar region,R4500,4
2016,,25-54 years,"Streymoyar region, north",R4300,2.9
2016,,25-54 years,"Streymoyar region, south",R4700,3.1
2016,,25-54 years,Suðuroyar region,R4600,4.7
2016,,25-54 years,Vága region,R4400,3.3
2016,,55-66 years,,,2.8
2016,,55-66 years,Eysturoyar region,R4200,1.9
2016,,55-66 years,Norðoya region,R4100,1.3
2016,,55-66 years,Sandoyar region,R4500,5.1
2016,,55-66 years,"Streymoyar region, north",R4300,3.5
2016,,55-66 years,"Streymoyar region, south",R4700,3.3
2016,,55-66 years,Suðuroyar region,R4600,3.6
2016,,55-66 years,Vága region,R4400,2.6
2016,,67+ years,,,1.9
2016,,67+ years,Eysturoyar region,R4200,1
2016,,67+ years,Norðoya region,R4100,2.2
2016,,67+ years,Sandoyar region,R4500,0.8
2016,,67+ years,"Streymoyar region, north",R4300,1.4
2016,,67+ years,"Streymoyar region, south",R4700,2.1
2016,,67+ years,Suðuroyar region,R4600,2.3
2016,,67+ years,Vága region,R4400,3.3
2016,Females,,,,3.4
2016,Females,,Eysturoyar region,R4200,2.8
2016,Females,,Norðoya region,R4100,2.9
2016,Females,,Sandoyar region,R4500,3.5
2016,Females,,"Streymoyar region, north",R4300,3.3
2016,Females,,"Streymoyar region, south",R4700,3.4
2016,Females,,Suðuroyar region,R4600,5.5
2016,Females,,Vága region,R4400,3
2016,Females,00-17 years,,,4.4
2016,Females,00-17 years,Eysturoyar region,R4200,4.2
2016,Females,00-17 years,Norðoya region,R4100,4
2016,Females,00-17 years,Sandoyar region,R4500,6.3
2016,Females,00-17 years,"Streymoyar region, north",R4300,4.5
2016,Females,00-17 years,"Streymoyar region, south",R4700,3.7
2016,Females,00-17 years,Suðuroyar region,R4600,9.1
2016,Females,00-17 years,Vága region,R4400,3.8
2016,Females,18-24 years,,,4.8
2016,Females,18-24 years,Eysturoyar region,R4200,4.1
2016,Females,18-24 years,Norðoya region,R4100,3.6
2016,Females,18-24 years,Sandoyar region,R4500,5.3
2016,Females,18-24 years,"Streymoyar region, north",R4300,3.6
2016,Females,18-24 years,"Streymoyar region, south",R4700,5.9
2016,Females,18-24 years,Suðuroyar region,R4600,5.6
2016,Females,18-24 years,Vága region,R4400,1.9
2016,Females,25-54 years,,,3.3
2016,Females,25-54 years,Eysturoyar region,R4200,2.7
2016,Females,25-54 years,Norðoya region,R4100,2.8
2016,Females,25-54 years,Sandoyar region,R4500,3.4
2016,Females,25-54 years,"Streymoyar region, north",R4300,4
2016,Females,25-54 years,"Streymoyar region, south",R4700,3.2
2016,Females,25-54 years,Suðuroyar region,R4600,6.1
2016,Females,25-54 years,Vága region,R4400,2.9
2016,Females,55-66 years,,,2.4
2016,Females,55-66 years,Eysturoyar region,R4200,1.9
2016,Females,55-66 years,Norðoya region,R4100,1.3
2016,Females,55-66 years,Sandoyar region,R4500,2.1
2016,Females,55-66 years,"Streymoyar region, north",R4300,1.6
2016,Females,55-66 years,"Streymoyar region, south",R4700,3.1
2016,Females,55-66 years,Suðuroyar region,R4600,2.9
2016,Females,55-66 years,Vága region,R4400,1.5
2016,Females,67+ years,,,1.9
2016,Females,67+ years,Eysturoyar region,R4200,0.9
2016,Females,67+ years,Norðoya region,R4100,2.4
2016,Females,67+ years,Sandoyar region,R4500,1.4
2016,Females,67+ years,"Streymoyar region, north",R4300,1.3
2016,Females,67+ years,"Streymoyar region, south",R4700,2
