Year,material type,Units,Series,Value
2021,Fossil energy and other products,"1,000 tonnes",Domestic material consumption,339.6713
2021,Fossil energy and other products,"1,000 tonnes",Domestic material consumption per capita,6.38683977962883
2021,Fossil energy and other products,"1,000 tonnes",Domestic material consumption per unit of GDP,14.7812992280176
2022,,"1,000 tonnes",Domestic material consumption,1580.0357
2022,,"1,000 tonnes",Domestic material consumption per capita,29.3695121611197
2022,,"1,000 tonnes",Domestic material consumption per unit of GDP,62.7937708397086
2022,Biomass,"1,000 tonnes",Domestic material consumption,385.7958
2022,Biomass,"1,000 tonnes",Domestic material consumption per capita,7.17112558900341
2022,Biomass,"1,000 tonnes",Domestic material consumption per unit of GDP,15.3322947425315
2022,Metallic minerals,"1,000 tonnes",Domestic material consumption,33.1761
2022,Metallic minerals,"1,000 tonnes",Domestic material consumption per capita,0.616673327323253
2022,Metallic minerals,"1,000 tonnes",Domestic material consumption per unit of GDP,1.31848439927987
2022,Non-metallic minerals,"1,000 tonnes",Domestic material consumption,866.9694
2022,Non-metallic minerals,"1,000 tonnes",Domestic material consumption per capita,16.1151221688337
2022,Non-metallic minerals,"1,000 tonnes",Domestic material consumption per unit of GDP,34.4550935327852
2022,Fossil energy and other products,"1,000 tonnes",Domestic material consumption,258.517
2022,Fossil energy and other products,"1,000 tonnes",Domestic material consumption per capita,4.80528267516752
2022,Fossil energy and other products,"1,000 tonnes",Domestic material consumption per unit of GDP,10.273981313314
2023,,"1,000 tonnes",Domestic material consumption,1552.5522
2023,,"1,000 tonnes",Domestic material consumption per capita,28.6084541819455
2023,Biomass,"1,000 tonnes",Domestic material consumption,513.1369
2023,Biomass,"1,000 tonnes",Domestic material consumption per capita,9.45543312019753
2023,Metallic minerals,"1,000 tonnes",Domestic material consumption,27.296
2023,Metallic minerals,"1,000 tonnes",Domestic material consumption per capita,0.502975916268957
2023,Non-metallic minerals,"1,000 tonnes",Domestic material consumption,713.9939
2023,Non-metallic minerals,"1,000 tonnes",Domestic material consumption per capita,13.1565700491994
2023,Fossil energy and other products,"1,000 tonnes",Domestic material consumption,268.8829
2023,Fossil energy and other products,"1,000 tonnes",Domestic material consumption per capita,4.95463155761116
