"Year","Series","Units","data.party-municipality","Value"
"1992","data.municipalities","data.womenseats-number","data.funningsmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.gjaarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.gotumunicipality",0
"1992","data.municipalities","data.womenseats-number","data.haldorsvikarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.hestsmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.hosvikarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.hovsmunicipality",3
"1992","data.municipalities","data.womenseats-number","data.husamunicipality",0
"1992","data.municipalities","data.womenseats-number","data.husavikarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.hvalbiarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.hvalvikarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.hvannasundsmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.kirkjuboarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.klaksvikarmunicipality",2
"1992","data.municipalities","data.womenseats-number","data.kollafjardarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.kunoyarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.kvivikarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.leirvikarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.midvagsmunicipality",2
"1992","data.municipalities","data.womenseats-number","data.mikladalsmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.mykinesmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.nesmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.nolsoyarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.oyndarfjardarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.porkerismunicipality",0
"1992","data.municipalities","data.womenseats-number","data.runavikarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.saksunarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.sandavagsmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.sandsmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.sjovarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.skalamunicipality",1
"1992","data.municipalities","data.womenseats-number","data.skalavikarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.skopunarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.skugvoyarmunicipality",
"1992","data.municipalities","data.womenseats-number","data.sorvagsmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.sumbiarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.sundamunicipality",0
"1992","data.municipalities","data.womenseats-number","data.svinoyarmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.torshavnarmunicipality",4
"1992","data.municipalities","data.womenseats-number","data.tvoroyrarmunicipality",1
"1992","data.municipalities","data.womenseats-number","data.vagamunicipality",
"1992","data.municipalities","data.womenseats-number","data.vagsmunicipality",0
"1992","data.municipalities","data.womenseats-number","data.vestmannamunicipality",5
"1992","data.municipalities","data.womenseats-number","data.vidareidismunicipality",2
"1992","data.municipalities","data.seats-number","data.all-municipalities",281
"1992","data.municipalities","data.seats-number","data.argjamunicipality",7
"1992","data.municipalities","data.seats-number","data.biggjarmunicipality",3
"1992","data.municipalities","data.seats-number","data.eidismunicipality",7
"1992","data.municipalities","data.seats-number","data.elduvikarmunicipality",5
"1992","data.municipalities","data.seats-number","data.eysturmunicipality",
"1992","data.municipalities","data.seats-number","data.famjinsmunicipality",5
"1992","data.municipalities","data.seats-number","data.fuglafjardarmunicipality",9
"1992","data.municipalities","data.seats-number","data.fugloyarmunicipality",5
"1992","data.municipalities","data.seats-number","data.funningsmunicipality",5
"1992","data.municipalities","data.seats-number","data.gjaarmunicipality",4
"1992","data.municipalities","data.seats-number","data.gotumunicipality",5
"1992","data.municipalities","data.seats-number","data.haldorsvikarmunicipality",4
"1992","data.municipalities","data.seats-number","data.hestsmunicipality",5
"1992","data.municipalities","data.seats-number","data.hosvikarmunicipality",3
"1992","data.municipalities","data.seats-number","data.hovsmunicipality",5
"1992","data.municipalities","data.seats-number","data.husamunicipality",5
"1992","data.municipalities","data.seats-number","data.husavikarmunicipality",5
"1992","data.municipalities","data.seats-number","data.hvalbiarmunicipality",5
"1992","data.municipalities","data.seats-number","data.hvalvikarmunicipality",3
"1992","data.municipalities","data.seats-number","data.hvannasundsmunicipality",5
"1992","data.municipalities","data.seats-number","data.kirkjuboarmunicipality",4
"1992","data.municipalities","data.seats-number","data.klaksvikarmunicipality",11
"1992","data.municipalities","data.seats-number","data.kollafjardarmunicipality",8
"1992","data.municipalities","data.seats-number","data.kunoyarmunicipality",5
"1992","data.municipalities","data.seats-number","data.kvivikarmunicipality",5
"1992","data.municipalities","data.seats-number","data.leirvikarmunicipality",5
"1992","data.municipalities","data.seats-number","data.midvagsmunicipality",6
"1992","data.municipalities","data.seats-number","data.mikladalsmunicipality",5
"1992","data.municipalities","data.seats-number","data.mykinesmunicipality",3
"1992","data.municipalities","data.seats-number","data.nesmunicipality",7
"1992","data.municipalities","data.seats-number","data.nolsoyarmunicipality",3
"1992","data.municipalities","data.seats-number","data.oyndarfjardarmunicipality",4
"1992","data.municipalities","data.seats-number","data.porkerismunicipality",5
"1992","data.municipalities","data.seats-number","data.runavikarmunicipality",10
"1992","data.municipalities","data.seats-number","data.saksunarmunicipality",1
"1992","data.municipalities","data.seats-number","data.sandavagsmunicipality",5
"1992","data.municipalities","data.seats-number","data.sandsmunicipality",5
"1992","data.municipalities","data.seats-number","data.sjovarmunicipality",5
"1992","data.municipalities","data.seats-number","data.skalamunicipality",5
"1992","data.municipalities","data.seats-number","data.skalavikarmunicipality",5
"1992","data.municipalities","data.seats-number","data.skopunarmunicipality",10
"1992","data.municipalities","data.seats-number","data.skugvoyarmunicipality",
"1992","data.municipalities","data.seats-number","data.sorvagsmunicipality",5
"1992","data.municipalities","data.seats-number","data.sumbiarmunicipality",5
"1992","data.municipalities","data.seats-number","data.sundamunicipality",12
"1992","data.municipalities","data.seats-number","data.svinoyarmunicipality",5
"1992","data.municipalities","data.seats-number","data.torshavnarmunicipality",15
"1992","data.municipalities","data.seats-number","data.tvoroyrarmunicipality",6
"1992","data.municipalities","data.seats-number","data.vagamunicipality",
"1992","data.municipalities","data.seats-number","data.vagsmunicipality",9
"1992","data.municipalities","data.seats-number","data.vestmannamunicipality",7
"1992","data.municipalities","data.seats-number","data.vidareidismunicipality",5
"1996","data.municipalities","data.womenseats-proportion","data.all-municipalities",15.8
"1996","data.municipalities","data.womenseats-proportion","data.argjamunicipality",
"1996","data.municipalities","data.womenseats-proportion","data.biggjarmunicipality",33.3
"1996","data.municipalities","data.womenseats-proportion","data.eidismunicipality",14.3
"1996","data.municipalities","data.womenseats-proportion","data.elduvikarmunicipality",25.0
"1996","data.municipalities","data.womenseats-proportion","data.eysturmunicipality",
"1996","data.municipalities","data.womenseats-proportion","data.famjinsmunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.fuglafjardarmunicipality",11.1
"1996","data.municipalities","data.womenseats-proportion","data.fugloyarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.funningsmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.gjaarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.gotumunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.haldorsvikarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.hestsmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.hosvikarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.hovsmunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.husamunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.husavikarmunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.hvalbiarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.hvalvikarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.hvannasundsmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.kirkjuboarmunicipality",33.3
"1996","data.municipalities","data.womenseats-proportion","data.klaksvikarmunicipality",18.2
"1996","data.municipalities","data.womenseats-proportion","data.kollafjardarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.kunoyarmunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.kvivikarmunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.leirvikarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.midvagsmunicipality",50.0
"1996","data.municipalities","data.womenseats-proportion","data.mikladalsmunicipality",40.0
"1996","data.municipalities","data.womenseats-proportion","data.mykinesmunicipality",33.3
"1996","data.municipalities","data.womenseats-proportion","data.nesmunicipality",28.6
"1996","data.municipalities","data.womenseats-proportion","data.nolsoyarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.oyndarfjardarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.porkerismunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.runavikarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.saksunarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.sandavagsmunicipality",25.0
"1996","data.municipalities","data.womenseats-proportion","data.sandsmunicipality",40.0
"1996","data.municipalities","data.womenseats-proportion","data.sjovarmunicipality",20.0
"1996","data.municipalities","data.womenseats-proportion","data.skalamunicipality",40.0
"1996","data.municipalities","data.womenseats-proportion","data.skalavikarmunicipality",40.0
"1996","data.municipalities","data.womenseats-proportion","data.skopunarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.skugvoyarmunicipality",
"1996","data.municipalities","data.womenseats-proportion","data.sorvagsmunicipality",16.7
"1996","data.municipalities","data.womenseats-proportion","data.sumbiarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.sundamunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.svinoyarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.torshavnarmunicipality",25.0
"1996","data.municipalities","data.womenseats-proportion","data.tvoroyrarmunicipality",0.0
"1996","data.municipalities","data.womenseats-proportion","data.vagamunicipality",
"1996","data.municipalities","data.womenseats-proportion","data.vagsmunicipality",22.2
"1996","data.municipalities","data.womenseats-proportion","data.vestmannamunicipality",57.1
"1996","data.municipalities","data.womenseats-proportion","data.vidareidismunicipality",40.0
"1996","data.municipalities","data.womenseats-number","data.all-municipalities",44
"1996","data.municipalities","data.womenseats-number","data.argjamunicipality",
"1996","data.municipalities","data.womenseats-number","data.biggjarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.eidismunicipality",1
"1996","data.municipalities","data.womenseats-number","data.elduvikarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.eysturmunicipality",
"1996","data.municipalities","data.womenseats-number","data.famjinsmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.fuglafjardarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.fugloyarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.funningsmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.gjaarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.gotumunicipality",0
"1996","data.municipalities","data.womenseats-number","data.haldorsvikarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.hestsmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.hosvikarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.hovsmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.husamunicipality",1
"1996","data.municipalities","data.womenseats-number","data.husavikarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.hvalbiarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.hvalvikarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.hvannasundsmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.kirkjuboarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.klaksvikarmunicipality",2
"1996","data.municipalities","data.womenseats-number","data.kollafjardarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.kunoyarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.kvivikarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.leirvikarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.midvagsmunicipality",4
"1996","data.municipalities","data.womenseats-number","data.mikladalsmunicipality",2
"1996","data.municipalities","data.womenseats-number","data.mykinesmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.nesmunicipality",2
"1996","data.municipalities","data.womenseats-number","data.nolsoyarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.oyndarfjardarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.porkerismunicipality",1
"1996","data.municipalities","data.womenseats-number","data.runavikarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.saksunarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.sandavagsmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.sandsmunicipality",2
"1996","data.municipalities","data.womenseats-number","data.sjovarmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.skalamunicipality",2
"1996","data.municipalities","data.womenseats-number","data.skalavikarmunicipality",2
"1996","data.municipalities","data.womenseats-number","data.skopunarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.skugvoyarmunicipality",
"1996","data.municipalities","data.womenseats-number","data.sorvagsmunicipality",1
"1996","data.municipalities","data.womenseats-number","data.sumbiarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.sundamunicipality",0
"1996","data.municipalities","data.womenseats-number","data.svinoyarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.torshavnarmunicipality",4
"1996","data.municipalities","data.womenseats-number","data.tvoroyrarmunicipality",0
"1996","data.municipalities","data.womenseats-number","data.vagamunicipality",
"1996","data.municipalities","data.womenseats-number","data.vagsmunicipality",2
"1996","data.municipalities","data.womenseats-number","data.vestmannamunicipality",4
"1996","data.municipalities","data.womenseats-number","data.vidareidismunicipality",2
"1996","data.municipalities","data.seats-number","data.all-municipalities",279
"1996","data.municipalities","data.seats-number","data.argjamunicipality",
"1996","data.municipalities","data.seats-number","data.biggjarmunicipality",3
"1996","data.municipalities","data.seats-number","data.eidismunicipality",7
"1996","data.municipalities","data.seats-number","data.elduvikarmunicipality",4
"1996","data.municipalities","data.seats-number","data.eysturmunicipality",
"1996","data.municipalities","data.seats-number","data.famjinsmunicipality",5
"1996","data.municipalities","data.seats-number","data.fuglafjardarmunicipality",9
"1996","data.municipalities","data.seats-number","data.fugloyarmunicipality",5
"1996","data.municipalities","data.seats-number","data.funningsmunicipality",5
"1996","data.municipalities","data.seats-number","data.gjaarmunicipality",4
"1996","data.municipalities","data.seats-number","data.gotumunicipality",5
"1996","data.municipalities","data.seats-number","data.haldorsvikarmunicipality",3
"1996","data.municipalities","data.seats-number","data.hestsmunicipality",5
"1996","data.municipalities","data.seats-number","data.hosvikarmunicipality",4
"1996","data.municipalities","data.seats-number","data.hovsmunicipality",5
"1996","data.municipalities","data.seats-number","data.husamunicipality",5
"1996","data.municipalities","data.seats-number","data.husavikarmunicipality",5
"1996","data.municipalities","data.seats-number","data.hvalbiarmunicipality",5
"1996","data.municipalities","data.seats-number","data.hvalvikarmunicipality",4
"1996","data.municipalities","data.seats-number","data.hvannasundsmunicipality",6
"1996","data.municipalities","data.seats-number","data.kirkjuboarmunicipality",3
"1996","data.municipalities","data.seats-number","data.klaksvikarmunicipality",11
"1996","data.municipalities","data.seats-number","data.kollafjardarmunicipality",7
"1996","data.municipalities","data.seats-number","data.kunoyarmunicipality",5
"1996","data.municipalities","data.seats-number","data.kvivikarmunicipality",5
"1996","data.municipalities","data.seats-number","data.leirvikarmunicipality",5
"1996","data.municipalities","data.seats-number","data.midvagsmunicipality",8
"1996","data.municipalities","data.seats-number","data.mikladalsmunicipality",5
"1996","data.municipalities","data.seats-number","data.mykinesmunicipality",3
"1996","data.municipalities","data.seats-number","data.nesmunicipality",7
"1996","data.municipalities","data.seats-number","data.nolsoyarmunicipality",4
"1996","data.municipalities","data.seats-number","data.oyndarfjardarmunicipality",3
"1996","data.municipalities","data.seats-number","data.porkerismunicipality",5
"1996","data.municipalities","data.seats-number","data.runavikarmunicipality",12
"1996","data.municipalities","data.seats-number","data.saksunarmunicipality",1
"1996","data.municipalities","data.seats-number","data.sandavagsmunicipality",4
"1996","data.municipalities","data.seats-number","data.sandsmunicipality",5
"1996","data.municipalities","data.seats-number","data.sjovarmunicipality",5
"1996","data.municipalities","data.seats-number","data.skalamunicipality",5
"1996","data.municipalities","data.seats-number","data.skalavikarmunicipality",5
"1996","data.municipalities","data.seats-number","data.skopunarmunicipality",10
"1996","data.municipalities","data.seats-number","data.skugvoyarmunicipality",
"1996","data.municipalities","data.seats-number","data.sorvagsmunicipality",6
"1996","data.municipalities","data.seats-number","data.sumbiarmunicipality",5
"1996","data.municipalities","data.seats-number","data.sundamunicipality",12
"1996","data.municipalities","data.seats-number","data.svinoyarmunicipality",5
"1996","data.municipalities","data.seats-number","data.torshavnarmunicipality",16
"1996","data.municipalities","data.seats-number","data.tvoroyrarmunicipality",7
"1996","data.municipalities","data.seats-number","data.vagamunicipality",
"1996","data.municipalities","data.seats-number","data.vagsmunicipality",9
"1996","data.municipalities","data.seats-number","data.vestmannamunicipality",7
"1996","data.municipalities","data.seats-number","data.vidareidismunicipality",5
"2000","data.municipalities","data.womenseats-proportion","data.all-municipalities",23.2
"2000","data.municipalities","data.womenseats-proportion","data.argjamunicipality",
"2000","data.municipalities","data.womenseats-proportion","data.biggjarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.eidismunicipality",14.3
"2000","data.municipalities","data.womenseats-proportion","data.elduvikarmunicipality",25.0
"2000","data.municipalities","data.womenseats-proportion","data.eysturmunicipality",
"2000","data.municipalities","data.womenseats-proportion","data.famjinsmunicipality",20.0
"2000","data.municipalities","data.womenseats-proportion","data.fuglafjardarmunicipality",11.1
"2000","data.municipalities","data.womenseats-proportion","data.fugloyarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.funningsmunicipality",33.3
"2000","data.municipalities","data.womenseats-proportion","data.gjaarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.gotumunicipality",33.3
"2000","data.municipalities","data.womenseats-proportion","data.haldorsvikarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.hestsmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.hosvikarmunicipality",50.0
"2000","data.municipalities","data.womenseats-proportion","data.hovsmunicipality",40.0
"2000","data.municipalities","data.womenseats-proportion","data.husamunicipality",33.3
"2000","data.municipalities","data.womenseats-proportion","data.husavikarmunicipality",20.0
"2000","data.municipalities","data.womenseats-proportion","data.hvalbiarmunicipality",14.3
"2000","data.municipalities","data.womenseats-proportion","data.hvalvikarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.hvannasundsmunicipality",40.0
"2000","data.municipalities","data.womenseats-proportion","data.kirkjuboarmunicipality",33.3
"2000","data.municipalities","data.womenseats-proportion","data.klaksvikarmunicipality",25.0
"2000","data.municipalities","data.womenseats-proportion","data.kollafjardarmunicipality",
"2000","data.municipalities","data.womenseats-proportion","data.kunoyarmunicipality",20.0
"2000","data.municipalities","data.womenseats-proportion","data.kvivikarmunicipality",28.6
"2000","data.municipalities","data.womenseats-proportion","data.leirvikarmunicipality",60.0
"2000","data.municipalities","data.womenseats-proportion","data.midvagsmunicipality",40.0
"2000","data.municipalities","data.womenseats-proportion","data.mikladalsmunicipality",33.3
"2000","data.municipalities","data.womenseats-proportion","data.mykinesmunicipality",33.3
"2000","data.municipalities","data.womenseats-proportion","data.nesmunicipality",28.6
"2000","data.municipalities","data.womenseats-proportion","data.nolsoyarmunicipality",25.0
"2000","data.municipalities","data.womenseats-proportion","data.oyndarfjardarmunicipality",75.0
"2000","data.municipalities","data.womenseats-proportion","data.porkerismunicipality",20.0
"2000","data.municipalities","data.womenseats-proportion","data.runavikarmunicipality",13.3
"2000","data.municipalities","data.womenseats-proportion","data.saksunarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.sandavagsmunicipality",25.0
"2000","data.municipalities","data.womenseats-proportion","data.sandsmunicipality",14.3
"2000","data.municipalities","data.womenseats-proportion","data.sjovarmunicipality",14.3
"2000","data.municipalities","data.womenseats-proportion","data.skalamunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.skalavikarmunicipality",20.0
"2000","data.municipalities","data.womenseats-proportion","data.skopunarmunicipality",73.3
"2000","data.municipalities","data.womenseats-proportion","data.skugvoyarmunicipality",
"2000","data.municipalities","data.womenseats-proportion","data.sorvagsmunicipality",12.5
"2000","data.municipalities","data.womenseats-proportion","data.sumbiarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.sundamunicipality",25.0
"2000","data.municipalities","data.womenseats-proportion","data.svinoyarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.torshavnarmunicipality",20.0
"2000","data.municipalities","data.womenseats-proportion","data.tvoroyrarmunicipality",0.0
"2000","data.municipalities","data.womenseats-proportion","data.vagamunicipality",
"2000","data.municipalities","data.womenseats-proportion","data.vagsmunicipality",22.2
"2000","data.municipalities","data.womenseats-proportion","data.vestmannamunicipality",57.1
"2000","data.municipalities","data.womenseats-proportion","data.vidareidismunicipality",0.0
"2000","data.municipalities","data.womenseats-number","data.all-municipalities",63
"2000","data.municipalities","data.womenseats-number","data.argjamunicipality",
"2000","data.municipalities","data.womenseats-number","data.biggjarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.eidismunicipality",1
"2000","data.municipalities","data.womenseats-number","data.elduvikarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.eysturmunicipality",
"2000","data.municipalities","data.womenseats-number","data.famjinsmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.fuglafjardarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.fugloyarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.funningsmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.gjaarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.gotumunicipality",3
"2000","data.municipalities","data.womenseats-number","data.haldorsvikarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.hestsmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.hosvikarmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.hovsmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.husamunicipality",1
"2000","data.municipalities","data.womenseats-number","data.husavikarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.hvalbiarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.hvalvikarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.hvannasundsmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.kirkjuboarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.klaksvikarmunicipality",3
"2000","data.municipalities","data.womenseats-number","data.kollafjardarmunicipality",
"2000","data.municipalities","data.womenseats-number","data.kunoyarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.kvivikarmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.leirvikarmunicipality",3
"2000","data.municipalities","data.womenseats-number","data.midvagsmunicipality",4
"2000","data.municipalities","data.womenseats-number","data.mikladalsmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.mykinesmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.nesmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.nolsoyarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.oyndarfjardarmunicipality",3
"2000","data.municipalities","data.womenseats-number","data.porkerismunicipality",1
"2000","data.municipalities","data.womenseats-number","data.runavikarmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.saksunarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.sandavagsmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.sandsmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.sjovarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.skalamunicipality",0
"2000","data.municipalities","data.womenseats-number","data.skalavikarmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.skopunarmunicipality",3
"2000","data.municipalities","data.womenseats-number","data.skugvoyarmunicipality",
"2000","data.municipalities","data.womenseats-number","data.sorvagsmunicipality",1
"2000","data.municipalities","data.womenseats-number","data.sumbiarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.sundamunicipality",4
"2000","data.municipalities","data.womenseats-number","data.svinoyarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.torshavnarmunicipality",3
"2000","data.municipalities","data.womenseats-number","data.tvoroyrarmunicipality",0
"2000","data.municipalities","data.womenseats-number","data.vagamunicipality",
"2000","data.municipalities","data.womenseats-number","data.vagsmunicipality",2
"2000","data.municipalities","data.womenseats-number","data.vestmannamunicipality",4
"2000","data.municipalities","data.womenseats-number","data.vidareidismunicipality",0
"2000","data.municipalities","data.seats-number","data.all-municipalities",272
"2000","data.municipalities","data.seats-number","data.argjamunicipality",
"2000","data.municipalities","data.seats-number","data.biggjarmunicipality",3
"2000","data.municipalities","data.seats-number","data.eidismunicipality",7
"2000","data.municipalities","data.seats-number","data.elduvikarmunicipality",4
"2000","data.municipalities","data.seats-number","data.eysturmunicipality",
"2000","data.municipalities","data.seats-number","data.famjinsmunicipality",5
"2000","data.municipalities","data.seats-number","data.fuglafjardarmunicipality",9
"2000","data.municipalities","data.seats-number","data.fugloyarmunicipality",3
"2000","data.municipalities","data.seats-number","data.funningsmunicipality",3
"2000","data.municipalities","data.seats-number","data.gjaarmunicipality",1
"2000","data.municipalities","data.seats-number","data.gotumunicipality",9
"2000","data.municipalities","data.seats-number","data.haldorsvikarmunicipality",3
"2000","data.municipalities","data.seats-number","data.hestsmunicipality",3
"2000","data.municipalities","data.seats-number","data.hosvikarmunicipality",4
"2000","data.municipalities","data.seats-number","data.hovsmunicipality",5
"2000","data.municipalities","data.seats-number","data.husamunicipality",3
"2000","data.municipalities","data.seats-number","data.husavikarmunicipality",5
"2000","data.municipalities","data.seats-number","data.hvalbiarmunicipality",7
"2000","data.municipalities","data.seats-number","data.hvalvikarmunicipality",1
"2000","data.municipalities","data.seats-number","data.hvannasundsmunicipality",5
"2000","data.municipalities","data.seats-number","data.kirkjuboarmunicipality",3
"2000","data.municipalities","data.seats-number","data.klaksvikarmunicipality",12
"2000","data.municipalities","data.seats-number","data.kollafjardarmunicipality",
"2000","data.municipalities","data.seats-number","data.kunoyarmunicipality",5
"2000","data.municipalities","data.seats-number","data.kvivikarmunicipality",7
"2000","data.municipalities","data.seats-number","data.leirvikarmunicipality",5
"2000","data.municipalities","data.seats-number","data.midvagsmunicipality",10
"2000","data.municipalities","data.seats-number","data.mikladalsmunicipality",3
"2000","data.municipalities","data.seats-number","data.mykinesmunicipality",3
"2000","data.municipalities","data.seats-number","data.nesmunicipality",7
"2000","data.municipalities","data.seats-number","data.nolsoyarmunicipality",4
"2000","data.municipalities","data.seats-number","data.oyndarfjardarmunicipality",4
"2000","data.municipalities","data.seats-number","data.porkerismunicipality",5
"2000","data.municipalities","data.seats-number","data.runavikarmunicipality",15
"2000","data.municipalities","data.seats-number","data.saksunarmunicipality",1
"2000","data.municipalities","data.seats-number","data.sandavagsmunicipality",4
"2000","data.municipalities","data.seats-number","data.sandsmunicipality",7
"2000","data.municipalities","data.seats-number","data.sjovarmunicipality",7
"2000","data.municipalities","data.seats-number","data.skalamunicipality",3
"2000","data.municipalities","data.seats-number","data.skalavikarmunicipality",5
"2000","data.municipalities","data.seats-number","data.skopunarmunicipality",8
"2000","data.municipalities","data.seats-number","data.skugvoyarmunicipality",
